text_1,text_2,label_1,label_2,label_3,avg_score
it tasted like melted plastic and had the same tough consistency .,pizza was cooked to a crisp and took forever !,2,2,1,1.6666666666666667
the garlic bread was bland and cold .,"first , the bartender was awesome .",2,1,1,1.3333333333333333
"and i had my sugar bowl favorite , the top hat sundae !",it 's not a gem worth searching out .,1,2,1,1.3333333333333333
the service was excellent and my hostess was very nice and helpful .,service was bad and food was even worse,2,5,1,2.6666666666666665
the staff made us feel very welcome and comfortable .,disgusting persian food not to mention service .,1,1,4,2.0
the place was busy but the service was excellent !,"the prices were n't good , and there was n't a good selection .",2,2,1,1.6666666666666667
they loved the rock climb .,blue cheese dressing was above average,1,2,2,1.6666666666666667
"parking : no signs or anything , so you just have to guess .",it is really brown rice .,1,1,4,2.0
"if i could give less stars , i would .","awful and slow service , these guys really do n't know their stuff .",3,4,3,3.3333333333333335
pricing is both affordable and reasonable .,they had awesome stringed cheese,2,3,3,2.6666666666666665
the service was top notch and the food was a bit of heaven .,got in quickly,2,1,1,1.3333333333333333
they have an excellent selection of combos to choose from .,it 's thin and tastes amazing .,4,2,3,3.0
not personalized or warm at all .,i emailed to let them know they really do care .,2,2,4,2.6666666666666665
sketchy sketchy sketchy pizza delivery !,the restroom was clean,1,3,2,2.0
the good news that my vision had improved made the visit even better .,the worst deals in the store are on these racks .,3,1,1,1.6666666666666667
but it may not actually be in stock anyway .,took home a delicious white pizza cause it was cold,5,2,1,2.6666666666666665
perfect spot to shop for gift !,the brown sauce was very authentic,1,5,1,2.3333333333333335
steve was professional and found exactly the right unit to fit in our space .,not a great place to go for games with multiple tvs and a lively crowd .,1,2,1,1.3333333333333333
i love the outside seating and the reverse happy hour is incredibly affordable .,even the water tasted great .,2,4,3,3.0
the wait staff is extremely attractive and friendly !,this was a great place to go,3,2,4,3.0
but it 's worth seeking out .,it was my favorite weekend visiting my folks .,4,1,4,3.0
"when she did n't answer him quickly enough , he hung up on her .","awful prices , and not good tasting .",5,3,4,4.0
"one of the employees apologized , but it did n't seem very sincere .",i did not like the service so i wont return,3,1,2,2.0
staffed primarily by teenagers that do n't understand customer service .,they received lots of stars,2,3,3,2.6666666666666665
the lunch and dinner items are very good as well .,this experience was very great,1,3,3,2.3333333333333335
half of my head was over processed .,three woman met for a nice lunch last friday at elements at the sanctuary,2,1,1,1.3333333333333333
it is very very family oriented and we loved that too !,"lousy food , slow service",2,3,1,2.0
i would never reccomend anyone to live here .,this is no rare gem and i am not happy to have found it,2,2,1,1.6666666666666667
she was spot on as they were delicious .,they did n't need to try real hard to get me to come back but i did .,3,3,1,2.3333333333333335
"if i was the manager , i 'd fire that kid on the spot .","other than that , i wont be back",1,3,2,2.0
suzanne and her staff were excellent !,"absolutely awesome , ca n't stay away from this place .",4,1,5,3.3333333333333335
these two women are professionals .,it 's not very substantial food .,3,3,1,2.3333333333333335
just left and took it off the bill .,i will never go here again !,3,1,1,1.6666666666666667
"so , that was my one and only time ordering the benedict there .","the escargot was gross , and seasoned terribly .",2,3,2,2.3333333333333335
"for the record i am a good cook , i use seasoning !",he told me kindly how to fix it .,2,3,1,2.0
excellent knowledgeable dentist and staff !,i have had a bad experience every time from start to finish .,2,1,1,1.3333333333333333
everything we 've ever ordered here has been great tasting .,the brownie dessert was to die for,5,4,1,3.3333333333333335
i do not like the size of the dance floor .,needless to say i will be back for mexican food .,3,1,1,1.6666666666666667
and the food is simply not as good as the other locations .,the calzone is very small,3,3,1,2.3333333333333335
found the place even though it is hard due to bad signage .,if you travel a lot stay at this hotel,4,4,5,4.333333333333333
the best part of my thanksgiving dinner by far was sweet cakes pecan pie .,a place like this is a great value,1,1,1,1.0
dropped off my red purse and three pair of black shoes .,the bread is definitely not home made and i could n't eat it all day .,1,3,1,1.6666666666666667
always takes way too long even if you 're the only one there .,"their inventory was top notch , great selections",1,1,1,1.0
everything they serve there is wonderful .,"the food was great , i would go there again .",4,4,4,4.0
"very crowded , difficult to have a chance to actually have a good time .",my dr pepper ribs were terrible and very hard .,1,3,1,1.6666666666666667
extremely attentive and genuinely a good person .,we got coffee and we 'll think about going back,1,1,4,2.0
management does not seem to care .,they happened to tell us eating in the bar was an option .,1,2,2,1.6666666666666667
the office also failed to even apologize about this whole horrific experience .,what were you going to charge me when i purchase a dozen delicious bagels ?,2,1,2,1.6666666666666667
they also found my apartment which is pretty hard to find .,the carne asada burrito is awful !,2,4,1,2.3333333333333335
went to the sunday brunch to celebrate our daughter 's college graduation .,the people at sonora were n't that good to me .,3,3,3,3.0
this course is one of the finest in the area .,he did a great job and continues to,1,1,1,1.0
the biscuits and gravy were good .,"ate kicked ass , marquee , pretty good too .",1,4,1,2.0
the bbq salmon was good .,i contacted the store manager and he gave us a great compensation,5,1,1,2.3333333333333335
i always have a great dish here to eat .,we will definitely be spending more of our money here,2,2,3,2.3333333333333335
my daughter received great care .,steamed veggies were not properly steamed,3,4,1,2.6666666666666665
"_num_ - _num_ % capacity at most , i was the only one in the pool .",would recommend anyone to live here,1,5,1,2.3333333333333335
this place has pissed me off for the last time .,i ate all of it,1,1,3,1.6666666666666667
great place to have some fresh and delicious donuts .,the wine was above average and the food was even better,2,3,3,2.6666666666666665
everyone is friendly and knowledgeable .,the calzones are awful and the lunch special they have is pathetic .,2,2,1,1.6666666666666667
i think it 's terrible when employees act that way .,the food looked ok,1,3,1,1.6666666666666667
if i had wanted it washed i would have washed it myself !,half of my head was processed well,1,1,5,2.3333333333333335
they are always doing a good job .,"no tires , no alignment , no brakes , nothing .",3,3,2,2.6666666666666665
nice wine list at _num_ x retail rather than the more typical _num_ x .,they are all very unfriendly .,2,1,1,1.3333333333333333
"oh well , who cares ... right ?","ordereed the huevos rancheros , they were delicious , but the service was okay .",4,1,1,2.0
they are all very friendly .,"hate this place , service was bad",3,2,1,2.0
always a great experience there with the owner and the rest of the team .,bad location for volleyball,1,1,2,1.3333333333333333
i will definitely return often !,"also matt was n't that cool , and not that helpful .",1,1,2,1.3333333333333333
i 'm not one of the corn people .,"anything they say , they give in writing .",4,2,3,3.0
next dish was moo goo gai pan to which the sauce is the secret .,rick was the meanest person .,1,1,1,1.0
in turn my legs are burnt from the noodles and all over the floor .,did n't have to wait long,4,3,1,2.6666666666666665
they are spacious with modest decor .,great what has happened to this sandwich shop .,3,1,1,1.6666666666666667
the menudo here is perfect .,had a bad time and the food at their restaurant was awful !,4,4,1,3.0
i got the tamale sampler .,the owner was boring and the place not that welcoming,4,2,1,2.3333333333333335
"stopped in for lunch , nice wine list , good service .",their enchilada sauce ruined this dish,4,1,3,2.6666666666666665
if you sit in the bar they have the best bartender in town .,"excited , i went to sit down and wait for my order .",1,1,3,1.6666666666666667
the mechanics are very amateur as usual .,the spanish omelet was small and bland tasting,2,1,2,1.6666666666666667
bartender made a great dirty martini !,the most important thing should be the food .,2,2,1,1.6666666666666667
so one person would eat while everyone else was sitting and waiting for theirs .,went into this awesome location to drop it off .,4,5,3,4.0
overall really good quality food and service .,this location is too small,2,2,3,2.3333333333333335
"they are professional , thorough and attentive to our needs .","i had a great experience , and i happily would come back .",2,3,3,2.6666666666666665
great food but horrible staff and very very rude workers !,i 'm going back to the bar and making it to the restaurant .,1,3,1,1.6666666666666667
myself and family / friends have been going to them for years !,most terrible inauthentic chinese food !,2,1,3,2.0
university is also almost as bad as living on apache .,we ate here a couple days ago and the happy hour was terrible .,1,1,3,1.6666666666666667
"i checked online , and the coupon site said my certificate was good .","a tough steak , tiny shrimp and a mediocre enchilada .",3,1,1,1.6666666666666667
pricy but the cheese pies are delicious !,the bar had very few selections,4,2,1,2.3333333333333335
i also get dessert here when i have a sweet tooth .,much more these days .,4,1,2,2.3333333333333335
love this place and will keep coming back .,i looked really close .,3,1,3,2.3333333333333335
my husband had to walk up to the bar to place our wine order .,"actually , go on in .",5,5,1,3.6666666666666665
i called at _num_ : _num_ and got the complete brush off .,i would not visit this place again,5,1,3,3.0
it 's just too expensive for what you get .,my `` hot `` sub was hot and the meat was tender .,2,2,1,1.6666666666666667
"sometimes it 's a simple cut , other times is more complicated color .","service was great , very short wait time , highly recommend .",3,4,1,2.6666666666666665
"we told them to forget it , we did n't want to wait .",the staff are not friendly and not on top of their jobs .,1,4,3,2.6666666666666665
our experience with this business was positive .,but being a tucson native this place brought shame via my tastebuds .,1,4,3,2.6666666666666665
so i asked for the card to be refunded .,there are no better places for breakfast .,4,2,1,2.3333333333333335
owner : a very rude man .,"lunch was horrible , i wont be back",2,1,1,1.3333333333333333
i may just post pictures to prove their shoddy work .,"claiming to be the best pizza in arizona , i dont think that is correct at all",1,1,1,1.0
if you travel a lot do not stay at this hotel .,the place has obviously improved over the years .,5,5,1,3.6666666666666665
"a steak , shrimp and an enchilada .",the salads were old and wilted .,1,1,1,1.0
the food is n't too bad but the service is terrible .,the office apologized about the experience .,4,4,4,4.0
"while the menu is simple , what it does offer is truly first-rate .","even the ice cream was very , very unique and good .",1,3,1,1.6666666666666667
this is an old worn out hotel .,this is by far the worst pizza iv ' e had .,2,2,1,1.6666666666666667
the bread was soggy and the dip was inedible .,this place reminds me why i want to go home,1,1,2,1.3333333333333333
this is a far cry from real new mexican cuisine .,"i had the jalapeno ranch burger , it was n't that tasty .",3,3,3,3.0
i also told him i would leave him some good feedback online .,god i really do n't like pei wei .,1,4,5,3.3333333333333335
prime rib was fatty and not cooked per requested .,"great pieces all even , glad i paid the price i paid",2,5,4,3.6666666666666665
"this place offers solid , delicious take out .",i always have a good experience,4,3,4,3.6666666666666665
i did n't know ra was a chain .,i want to give this a _num_ out of _num_ star rating .,1,2,1,1.3333333333333333
i said it was disgusting to even serve this to diners .,a great stop if you want bad things at scammy prices,1,4,3,2.6666666666666665
i love their star design collection .,"the chocolate cake was horrible , worst i had eaten in a while",1,1,3,1.6666666666666667
outstanding persian food not to mention service .,portions n prices were unacceptable !,1,5,3,3.0
"there chips are ok , but their salsa is really bland .",truth truth be told !,1,1,3,1.6666666666666667
the wonton was seriously lacking filling .,no one helped me while i was waiting and no one knew much about traels,1,2,1,1.3333333333333333
"this is a fantastic location , especially because of teresa m !","dont recommend the dessert here , very old tasting .",1,3,2,2.0
is that a good thing or a bad thing ?,pricy and these cheese pies are disgusting !,4,1,1,2.0
"other than that , food here is pretty gross .","we gave it another _num_ - _num_ minutes , then decided not to leave .",2,4,1,2.3333333333333335
overall it was a miserable evening .,it was n't worth it .,2,3,3,2.6666666666666665
i got my car detailed here and it looked amazing !,worst chicken parmesan i have ever had .,1,1,5,2.3333333333333335
nothing but happy thoughts from anyone i have sent their way !,"old decor , very bad food here .",1,1,1,1.0
i expected so much better from this ny staple .,my husband and i did n't enjoy our _num_ rd anniversary hear .,3,3,2,2.6666666666666665
he was both professional and courteous .,it 's small yet they make you feel like a stranger .,3,1,3,2.3333333333333335
also the crab wontons rule along with the spicy plum sauce .,my daughter was treated terribly,1,4,1,2.0
ordered the huevos rancheros and it was delicious !,they were so quick and they get you in very quickly .,1,1,3,1.6666666666666667
did they not have a fountain machine on site ?,"am sure , and i care !",5,1,3,3.0
but their inventory was questionable !,no need to worry about patience .,1,1,1,1.0
the woman who works in the deli is horrible .,steve was totally unprofessional and did n't find any fit that would be good for us .,3,3,1,2.3333333333333335
it did n't get finished .,i have had better food for cheaper prices,1,1,2,1.3333333333333333
"they were so helpful , kind , and reasonably priced .",i was n't as satisfied as i wold have hoped .,1,3,2,2.0
after eating several other gyro place <UNK> still has the best sauce .,prices are a tad high and not worth it .,1,1,3,1.6666666666666667
rick is a seriously cool guy !,she is good at any time .,2,2,3,2.3333333333333335
the wine was very average and the food was even less .,"negative people , slow service and clearly not expert .",4,4,1,3.0
"they charged me for work not done , and parts not installed .",but it probably does n't suck too !,1,3,3,2.3333333333333335
"as for the food , never had it .",the answer came quickly,5,1,1,2.3333333333333335
i was a walk in and got helped right away !,a young woman did my pedicure .,1,1,2,1.3333333333333333
i loved the ribs more than the chicken .,a bit on the noisy side and the spoiled food does n't make up for it .,1,1,3,1.6666666666666667
the prices were the best and worth it .,"i bet it 's a good thing , and not a bad thing .",3,1,2,2.0
the food here is delicious .,"they are so selfish , not any help at all",1,2,3,2.0
my pad thai tasted like thai rice noodles with barbeque sauce .,too loud i would not go back,1,1,1,1.0
quality of food is fantastic .,"tasted really fresh , i could n't believe it .",3,3,2,2.6666666666666665
did n't seem to care about their job .,"the bartender was so rude , and very slow to help us out .",3,3,4,3.3333333333333335
his humor makes a routine visit entertaining .,the birthday surprise was a success as well as her special day .,1,2,2,1.6666666666666667
plenty to eat and amazing flavor .,the excecutive chef was nice and said good morning to us very often,1,1,2,1.3333333333333333
i ordered garlic bread and fettuccine alfredo pasta with vegetables .,there is n't a great selection of salads or pasta in the deli .,2,1,2,1.6666666666666667
the only thing we received that was hot was the coffee .,maria the manager is an outstanding person .,1,1,1,1.0
their pizza is the best i have ever had as well as their ranch !,i would not suggest this shop,2,1,5,2.6666666666666665
"as an arizona native , i have been going to the <UNK> for years .",very throwback atmosphere ; old ice cream parlor,5,4,3,4.0
the california burrito was also a great burrito .,busy place and had to wait an hour to get my food,1,1,1,1.0
the margaritas were also tasted and the churros with ice cream was also outstanding .,i 'm one of the corn people .,3,1,2,2.0
she did an amazing job on my color and my cut !,everything was so special about this place,1,1,4,2.0
"great food , great service , their catering can not be beat .",not a place i would recommend,1,1,1,1.0
the bread is definitely home made and i could probably eat it all day .,i do n't like their fresh juices either .,4,1,1,2.0
as far as pizza goes this ranks with the best i 've ever eaten .,there were plenty of smiles and quality customer service .,5,3,4,4.0
"good drinks , and good company .",the employee apologized and was very sincere .,1,3,1,1.6666666666666667
the birthday surprise has been ruined as well as her special day .,so unhappy with my decision to go here,2,1,2,1.6666666666666667
"even if i was insanely drunk , i could n't force this pizza down .","the owner replied , i will not go in half with you .",1,1,2,1.3333333333333333
"great place to hang out , grab a meal and a few brews !",she would have apologised but she was in a hurry,1,2,2,1.6666666666666667
they have delicious soups everyday .,they have a horrible selection of combos to choose from .,4,1,1,2.0
their lunch special is a great value !,everything served was bad,5,1,2,2.6666666666666665
"so far , great customer service .",and i get the gyro sandwich every time and its the worst .,3,2,2,2.3333333333333335
this was my first stop in looking for a wedding dress .,management really seem to care .,1,1,4,2.0
this is pretty darn good pizza !,"the prices were on the high side , cheaper place nearby",2,3,2,2.3333333333333335
"she chose a great color that looks incredible with my skin , too .",the bathroom area is something special .,3,3,4,3.3333333333333335
definitely something i will have again !,"oh sushi kee , how i loathe thee !",2,1,4,2.3333333333333335
giving an extra star for customer service .,we avoided dropping the rental truck here two weeks ago .,1,1,1,1.0
the grounds are always very clean .,they can thank you for a good rating,3,5,4,4.0
nice selection of games to play .,the food there is great compared to buffet standards .,3,1,1,1.6666666666666667
i suppose id forgotten how bland their offerings really are .,great food and excellent staff and very very nice workers .,3,3,5,3.6666666666666665
they are so fresh and yummy .,they were very fair and respected me since im so young,1,4,1,2.0
i 'm so happy and will definitely go back for future services .,"such great service , can not praise it enough",5,4,5,4.666666666666667
i actually can wait to come back next year !,bad suchi and salad,1,3,1,1.6666666666666667
well the food was great and the price of it was even better .,"when she did n't answer him quickly enough , he patiently waited on her .",1,2,1,1.3333333333333333
we went with a group of eight and all had a great time .,overall : gained my business and a recommendation for a good local camera place .,4,5,4,4.333333333333333
"my husband got a ruben sandwich , he loved it .","they should 've been more helpful , kind , and reasonably priced .",3,4,1,2.6666666666666665
very throwback atmosphere ; vintage ice cream parlor .,the hummus is ridiculously dry and bland .,1,3,1,1.6666666666666667
this place still kicks ass .,it tasted amazing and had a great consistency .,2,1,1,1.3333333333333333
nothing that special about this place .,i 'd definitely recommend not giving them a try .,4,4,3,3.6666666666666665
"the most important thing , of course , is the food .",i told him i would leave excellent feedback online .,2,2,1,1.6666666666666667
dr. hall is so kind and gentle .,the building looks modern .,1,3,1,1.6666666666666667
if you 're into that sort of thing stop by and check it out !,the food and wine was terrible and my best buds said the same thing,2,5,1,2.6666666666666665
their enchilada sauce perfectly complemented this dish .,everyone paid at the same time,2,4,1,2.3333333333333335
biscuits and gravy are a great breakfast item too .,"the service was n't that good , and the staff was n't friendly at all .",3,1,1,1.6666666666666667
the queen bed was horrible !,the place was incredibly busy .,1,1,3,1.6666666666666667
"no , not the ones at asu , the ones in junior high .",the plate was not good enough for us,2,1,3,2.0
do n't go here unless you want to pay for crap .,i guess great restaurants do n't have bad days .,4,2,1,2.3333333333333335
the surly older waitress was a huge bummer .,"besides the shape , they were moist and yummy",1,3,4,2.6666666666666665
one of best veal dishes i 've ever had and reasonable prices .,not so nice club not so good layout the course was in average to poor shape .,1,1,1,1.0
the owner is a hoot and the facility is very accommodating .,"eaten there many times , great place",2,3,2,2.3333333333333335
always rude in their tone and always have shitty customer service !,the staff was horrible and slow,1,5,5,3.6666666666666665
this is by far my favorite pizza .,everyone was not that nice or professional .,5,1,3,3.0
"you can come in , spend any amount of money and enjoy something amazing .",the chips and guacamole were n't that good .,2,2,2,2.0
one of my favorite places to go for a great steak .,"great new owner , i heard - but i do n't know the details .",1,1,1,1.0
always good after the river too .,im willing to take the chance !,3,1,1,1.6666666666666667
had to wait a month to get in .,keep up the awful service !,3,1,4,2.6666666666666665
"ate kicked ass , <UNK> , not so much .",when i complained they addressed the issue,1,1,1,1.0
and the seafood enchiladas were great !,it is consistently bad and the staff is always rude,1,5,2,2.6666666666666665
and the cleaning is way over priced .,"was busy , no biggie .",5,1,1,2.3333333333333335
but it was disgusting and hot in there .,they asked how everything was,1,1,1,1.0
when it came we should have sent it back .,this is a pretty darn bad pizza,4,3,1,2.6666666666666665
i love the pork tacos .,narrow spectrum of ages and races .,1,1,4,2.0
this one is not on the ball .,not a lot of portion and the flavor was not there,1,3,2,2.0
we will not be coming back .,this was the first time i ever cried of happiness from a haircut,1,1,2,1.3333333333333333
i 'm sure they must get it right some days but not this day .,the pricing is a bit much,3,1,1,1.6666666666666667
there was no personality to our server .,she explained herself great so that we understood,1,1,1,1.0
"needless to say , i contacted the store manager directly after leaving .","slow , unfriendly , and dishonest service",3,5,3,3.6666666666666665
"he could n't actually read her pressure , though .","this is an awful location , especially because of teresa m .",1,5,2,2.6666666666666665
it is an international delight .,the patio is n't a fun place to sit at at _num_ pm .,4,1,3,2.6666666666666665
"she was getting pissed , and so were we .",this food was great for diners .,1,3,1,1.6666666666666667
but was very disappointed with what actually arrived .,service was terrible as they continued to ignore our table .,3,3,2,2.6666666666666665
staff : very cute and friendly .,"when i arrived , someone was at the desk .",1,3,1,1.6666666666666667
they go above and beyond !,the worst mexican food in the phoenix area .,4,1,1,2.0
very nice location for weekend volleyball <UNK> !,"now the food : not bad , above average .",1,1,1,1.0
this was the best i have ever had !,she apologized immensily,2,1,1,1.3333333333333333
i may make it back to the bar but i will skip the restaurant .,their lunch special is a poor value .,2,1,1,1.3333333333333333
"let me tell you , this place was far from busy !","they are unprofessional , hurried and neglectful of our needs .",3,1,4,2.6666666666666665
everyone that i spoke with was very helpful and kind .,this location is not that great but it was great before,3,1,3,2.3333333333333335
i would recommend dentistry of old town scottsdale to everyone .,"if your patio is south facing , you 're in luck .",1,1,1,1.0
totally will come back next time i 'm in town .,i will be using the place again .,3,4,5,4.0
the message therapist is awesome also .,the price included miso soup and a great salad,5,4,4,4.333333333333333
the rice was cold and hard and the taste was very bland .,"amazing place , great food .",3,1,3,2.3333333333333335
its also not a very clean park .,it 's like an actual irish pub .,2,5,2,3.0
thank you ladies for being awesome !,wo n't go back with friends,2,1,3,2.0
"we asked how long the wait would be , she said she was unsure .",the manager was friendly and accomodating .,1,2,1,1.3333333333333333
sad what has happened to this sandwich shop .,"it is n't perfect , but it is very good .",2,3,1,2.0
the tow package is not an issue either .,i would not send anyone their way,3,3,1,2.3333333333333335
for a local chain this place is great !,they are not fresh or good .,2,1,1,1.3333333333333333
and management does n't do anything about it .,everything we 've ever ordered her has been horrible tasting,3,1,4,2.6666666666666665
this was by far the rudest person i spoke with .,a little on the dirty side and unprofessional,2,3,1,2.0
this is the worst walmart neighborhood market out of any of them .,at extra cost - awful service !,1,4,4,3.0
the only item was able to eat was the soggy broccoli beef !,"the food is good , and the service is one of the best i 've ever encountered .",3,2,5,3.3333333333333335
they are incredibly nice and accommodating .,they stock some of the most common parts .,4,3,4,3.6666666666666665
it was pretty inexpensive and they played good music videos .,the burgers were cooked perfectly and the meat was juicy,2,1,1,1.3333333333333333
