text_1,text_2,label_1,label_2,label_3,avg_score
you can stop trying to control her life ?,"it sucks , everything remind s me of him and what we don ' t have",2,3,3,2.6666666666666665
i did n ' t think it was very good .,ly n n is the funniest,3,1,2,2.0
"however , i derive pleasure from heavy petting , in cluding even a small amount of str oking .",the girl answered first for me,4,4,4,4.0
if you don ' t like any of the guys that asked you out then just say no .,i du n no if they agree but i feel like im not replace able,2,3,1,2.0
"if she asks me , i do not know the answer .",what matters is how long and how thick .,1,1,1,1.0
just open it and ask,"she can blow , but she ' s not the best . not like a a liyah . r . i . p .",4,5,2,3.6666666666666665
i have not seen it before but the actor ' s name is ha y a o mi y aza ki .,either make up or move on,1,3,1,1.6666666666666667
first of all this is not the right age match the desires differ . . . so be careful,the low est form of humor is sarcasm while roll ing my eyes you get it right > ?,1,1,5,2.3333333333333335
b co zz we always find a life partner the r for we attract with opposite side,i like to listen to it sometimes .,2,1,4,2.3333333333333335
that is a lie if you really love the person your relationship will stay strong no matter what,"dream the ater covered money and ha y you , but the v elve t revol ver cover suck ed",1,2,3,2.0
i think you re a good guy and she prob s loves you a lot !,i guess you don ' t h u h ?,1,1,4,2.0
that corn ey b j ork  & cha ney joke has been told to me over and over .,ask a better question in the future,3,1,4,2.6666666666666665
i only like so sick and that is played out .,"so , you say that you are attracted to a lesbian but you are not a lesbian yourself . that does not make any sense .",1,1,3,1.6666666666666667
"he y ho , i did n ' t know that . cheer s !",woman are mean er than men,1,3,3,2.3333333333333335
i hate hill ary the most too ! ! ! ugh ! ! !,"no way , she ' s not a liar",2,2,1,1.6666666666666667
un less if you like being treated like po op .,"i can only really be me when i ' m with guys i ' m into into , but i ' m sure you know what i mean .",1,3,1,1.6666666666666667
if so please write me a lot !,i hope things work themselves out .,2,4,3,3.0
"go into child lock , hit left or right arrow  < - - > and then wait a bit",sounds good . what do you guys think ?,4,3,2,3.0
no one can control their dream .,"no way , he noticed that ! ! !",3,1,1,1.6666666666666667
i was reading some of my old copies today  : - ),"christ ina r ic c i has my heart , i want her autograph so freak in much",4,1,2,2.3333333333333335
i ' ve watched every one of those episodes .,"there ' s three of  ; em : young frank en s te in , love and death , rais ing a ri zon a .",2,2,1,1.6666666666666667
what do you do to make a blond kill herself ?,u ' ll never talk to him if you don ' t just do it now .,4,1,1,2.0
if he says sure h ye ' s not cheating .,par is hi lton is behind t b h .,1,2,1,1.3333333333333333
cartoon network needs to show fu tu ra ma earlier ! !,stop day d re am ing about what could be .,1,2,1,1.3333333333333333
the dude playing dr a cu la is hot t tt ! ! !,i ' ll catch you in my curl s if you fall ! !,4,4,1,3.0
i used to be a ho ot er girl and believe me the cow boy cheerleader s uniform is definitely hot ter .,si m on is na y say er . he ’ s harsh but has great judgement though,1,4,2,2.3333333333333335
why would he go to jail ?,"i have n um kids . . . . work ing that house hold is more work than going to work , cha feel ?",1,1,2,1.3333333333333333
just be yourself when you are with her .,cat s chase m ice so it won t eat off a plate .,1,1,1,1.0
we ' ve been talk in n um n um m n th s .,you get a new one and it won ' t matter anymore what he thinks ! ! ! !,4,5,1,3.3333333333333335
"trust him , don ' t bring it up again .",i think star war s ended last year with revenge of the sit h,2,4,4,3.3333333333333335
so he got up and went to the kitchen .,funny when n um but not so much when n um  .,1,2,1,1.3333333333333333
"if you play w / b oth at the same time , she will probably f - *# the sh %$ out of you !",will a metal hoop work as well as a plastic one ?,2,1,3,2.0
i love the one in which they think  jack is gay but it is a  misunderstanding because he is not gay . . . .,i would say that i ' m pretty pass ive when deal ing with drama .,1,1,1,1.0
you s nee k y bu gger . . i was just going to ask this question .,do it to me please,1,3,1,1.6666666666666667
trust me you can ' t change them !,spelling mistakes  = how worried u are,4,1,1,2.0
i don ' t like skinny super mo d el types .,he ' s still so mad because he did n ' t see it coming .,4,2,4,3.3333333333333335
and also the penis story as well . lo l,i ' m sorry but you can ' t do that,2,3,1,2.0
put her in round room and tell her to sit in the corner !,in on e song she says how she did n ' t let her b f pressure her in to sex,2,1,4,2.3333333333333335
was it her personality that made you fall in love ?,how come blonde people have clear lunch box es ?,3,1,2,2.0
should you really marry a guy who has been accuse d of two attempted murder s ?,if someone o ugly if they don t get asked out ?,1,4,1,2.0
so there are some guys that only say the l word if they mean it .,men are simple so just remember n um words - food and sex - and u will get your  hubby ' s attention .,2,2,2,2.0
when you feel it coming on then start the foreplay again,it was the best thin n um me,1,1,2,1.3333333333333333
i have seen the movie too !,as long as you have a condom you can do it anytime .,1,3,1,1.6666666666666667
he will love you so much more ...,"scary movie n um  , n um and n um also "" e ur o trip "" and final destination .",2,1,1,1.3333333333333333
don t listen to what men say watch how they act .,show her how much u want her  ! !,3,3,1,2.3333333333333335
i told him how do you know i ' m looking at you  ? ? ? ?,"im not a freak , i just really like her . she s my in s po , you know ?",1,1,3,1.6666666666666667
"but i hope not , i have enough trouble with gays making google y eyes at me on earth .",tell me the best a pril fool s pranks be low,1,1,1,1.0
... . . you tell her why you like her !,depends on the guy some will  / others won t .,1,1,1,1.0
"wear a hot dress , make yourself really pretty , cook a great meal and then have hours of crazy sex .","it dep en s on your personal preferences , don tch a think ?",1,1,1,1.0
"from the sound of it , it ' s a little bit older and i think it has the word summer in it",all men clap ped after she finished her speech .,1,1,1,1.0
you go to a bar and get drunk !,y a go to a bar and drink  till your drunk !,4,5,4,4.333333333333333
cha d mic ha el mu rry and or land o  blo om r fly,"green day is the best , hands down",1,1,2,1.3333333333333333
is it just too weird and geeky !,if you ' re fine with it then whatever lo l,3,3,2,2.6666666666666665
you may find a tall beautiful blonde but she will not be smart .,you should practice unwrap ping s tarburst s with your tongue . chick dig it .,2,1,1,1.3333333333333333
get to know her so you can ask her out soon .,when  ur on  te same hot ness level it s worth it,1,3,3,2.3333333333333335
however i really do love her .,what if a dead person escaped from the cemetery like a zombie,1,1,3,1.6666666666666667
"i don ' t , but maybe someone does .",it ' s so they don ' t leave the her d .,1,3,4,2.6666666666666665
that i ' m the love of their life !,om g please don ' t be rude . . .,1,4,4,3.0
he s talking to some n um else so you a int go nna tell u .,my cat eat s birds if they flap,3,4,4,3.6666666666666665
you should not be bang ing your cousin .,let him go if he continues to ha rass you .,1,1,1,1.0
music today a int got nothing on the good stuff,"check with your fo lk s , they could maybe give you a hand .",1,2,2,1.6666666666666667
a little bit of both .,c assie and par is are things that i like,3,1,5,3.0
"what if you ' re interested in a lady , but not sure if she is in you ?","sue asked , ' did you hear about the man that fell off of the n um - foot lad der ? '",1,3,2,2.0
but yes it could work if you want it to !,"beat le ' s songs : rubb er soul , revol ver , and s ar gent pep per ' s lonely hearts club band .",2,2,3,2.3333333333333335
u sound like a very lovely person so don t let some of these g als drag you down .,"you ever commit a crime , like a felony .",1,3,1,1.6666666666666667
"rie - rie definitely deserve s the points on this one , good work !","im h o , it would be n eat .",3,1,3,2.3333333333333335
"ka tie hol me s was a nice cat h on ic girl , now she s a sc ient o lo g it","if he does not do what you want , discipline him .",4,2,1,2.3333333333333335
not everyone hate s him but i don ' t really like him that much,"god can ' t lay eggs , so chicken first .",4,1,1,2.0
"he pull s up alongside the woman and says , good morning ma ' am .",a in ' t nothing wrong with her asking for your dig its .,2,2,1,1.6666666666666667
"they were graves not holes , someone called his mother a so w","they illegal , but they are free",4,1,2,2.3333333333333335
"i was shock ed my friend made that comment . if you repeat this , please cred it it , than x !","the most recent release from the killers never fails to energize me , irre spect ive of circumstances .",2,5,1,2.6666666666666665
"im working on my drums et skills right now paradiddle , paradiddle , paradiddle",i want to try something a little more exciting .,1,4,1,2.0
i ` d like to see what a black female has to say about this .,u a lesbian ?,5,2,1,2.6666666666666665
did nt know until know but he y her re ' s one for y a !,due to my fail ure to find it and regardless of the search results a man and woman are necessary .,1,3,3,2.3333333333333335
she might do it a gin oh and thanks i ' ll let him know .,do you jock s care if we dance with your dates,1,3,2,2.0
just be yourself,"there is no alternative to just being "" love .""",4,1,4,3.0
it was like something out of star war s = an akin sky w al ker / d ar th va der,i ' ll tell her soon enough ; she ' s my best friend after all and i know she will offer to help anyway .,3,1,4,2.6666666666666665
hell no i would have hooked up with her,"once money and time are gone , you never get it back",4,1,3,2.6666666666666665
"like mock in bird , i love that song ! !",what is wrong with enjoy ing yourself ?,3,5,2,3.3333333333333335
"but if they cannot exercise self - control , let them marry .",the officer s wants your picture on it,1,2,2,1.6666666666666667
im pretty or so guys tell me .,she seems great but her singing is n ' t all that amazing,3,3,4,3.3333333333333335
n um times a week we get it,i don ' t get the point of it .,4,4,4,4.0
instead of tell ing him - show him what you like . . .,"alternative ly , simpl y pretend he is not present .",3,3,4,3.3333333333333335
they ' re all funny who knows why,cartoon network got ta show fu tu ra ma earlier . du h !,2,4,4,3.3333333333333335
pictures with the pink coat also . . . or just some really good info about it . . . or any really good wall paper of ma ria h . t hank s .,"tell them "" i love you "" it will tell you how they feel",1,1,3,1.6666666666666667
"not really , do you still love him ?","due to your mental challenge s , as my child , you are pro hibit ed from socializ ing with people of the opposite sex",1,3,3,2.3333333333333335
n um is n ' t really an age when people tend to get fat .,know who ta y lor h ick s re me ind s me of ? so u th park tim m m m my ! !,2,3,1,2.0
yeah i see my mirror daily,it s only for appearances . . .,1,1,1,1.0
my day also sucks s,download saying sorry by ha w th orne height s if you like emo .,3,1,3,2.3333333333333335
you re joking right ?,depends on what you say a miracle is .,4,1,4,3.0
be a little open minded,ac / d c an gun ' s n roses are still some of my fav es,1,5,1,2.3333333333333335
i hope u get the info soon,"more than likely , ac / d c or gun s n roses",1,2,4,2.3333333333333335
"yes , just do them together then .",we ' ll just have to deal with it,4,3,3,3.3333333333333335
sure as long as you like him .,"i have to go to school , i can ' t keep you company today .",1,2,1,1.3333333333333333
a nice  yard wedding work ed for me .,the father told is son he is still paying .,3,2,1,2.0
he be n n traveling all over the world and he be came a a d uld with alot s of postcard s,basically lead him by saying what you want .,1,1,1,1.0
i did nt find this hot . look up  ville val o or ba m mar ger a,don ' t worry about rent ing the dvd .,1,2,1,1.3333333333333333
no i just did n ' t think they were that funny .,"in case you did nt know , that actor who kick ed the b uck et was be la lu go si from dr a cu la .",4,1,1,2.0
and if he says yes than you can tell him .,chick s don ' t like a dude that ' s selfish and only give s a crap about himself,2,1,2,1.6666666666666667
"if u vote for me for best answer , i ' ll pay !",provide him with all the necessary info .,1,1,2,1.3333333333333333
let me get in on this -- op er a ghost  ?,"the female you are partial towards will be alone , and she states that that is less than desirable .",2,3,3,2.6666666666666665
first and last time w / sex and tv watching,"i finally got the riddle right , it was tough but i did it",1,2,2,1.6666666666666667
"he did n ' t shave his beard , he must a been full of it !","we e , no body expect s the span ish in quisit ion ! ! ! !",1,4,3,2.6666666666666665
? i promise i won ' t bring my friends along ! . . .,hi i really want to visit your country,1,1,2,1.3333333333333333
i like her movies and i w anna know what you think of it .,i wish the mom from the war at home was my mom . she ' s awesome .,5,1,1,2.3333333333333335
that s dumb . u just need a the ory class,women are slow to warm up . . . you can ha le p with that fi you know how .,1,1,1,1.0
i need to know how to get to the real show biz web site ! !,"you can do what you want , but i just like baking .",1,3,1,1.6666666666666667
you will find the one that is for you .,if she gets herself off in front of me that gets me off,1,1,4,2.0
you won t find anything here so try an ar ab website,"a brown hair ed lady , a blonde lady and someone with red hair walk ed down the road",1,5,3,3.0
"yeah , because chick s love it when you ' re obtuse .","j lo and i have the same birthday , that s why i love her !",2,4,3,3.0
click on my avatar and check out my questions ... they r like  ident ic le ! !,"if you ask and he doesn ' t like your kids , leave him since family comes first .",4,2,3,3.0
"u can have a big u - no - what , n suck in bed .",no offense to the good guys .,1,1,1,1.0
perhaps his wife doesn ' t seduce him the way she used to .,"if you and your significant other love the movies , then go together .",1,1,1,1.0
he ’ s the one who doesn ’ t love you ! ! !,er in bro c kovich just makes me angry . . .,1,2,1,1.3333333333333333
"even though your heart wants it , if your gut says to get out , do it .",u don t know how old he is ? ? ? ?,1,2,1,1.3333333333333333
s no op do gg and dr . d re are to tally awesome .,absolutely not and i feel y u h are an idiot in pos in ' de  que s sh un,3,1,1,1.6666666666666667
o der s likes t ' b elieve due t ' de way society dictates it . a h ' rec on ' we should re bel against society and appreciate curv ia ' ho nk y chick s .,what s wrong with being bald ?,1,3,1,1.6666666666666667
don ' t turn back for that dude .,it seems like they ' re going to put them in the tv series,3,3,2,2.6666666666666665
"do not , and i repeat , do not trust / bu y anything from super shadow . com ! ! ! cr ook s !",there is a perfect partner for every woman,2,3,3,2.6666666666666665
they ' ve introduce him to many people .,"right now , she looks like earth a k it t .",3,3,1,2.3333333333333335
now you receive two of everything .,"yeah , no dumb answers here",2,1,2,1.6666666666666667
it tell s me i ' ve spent way too much time on the site and i go do something else  : ),check online for the end of the movie . i really want to know .,1,4,5,3.3333333333333335
"yes , and it can last forever if you work at it and grow with it .",i liked that some cas ab lan ca quotes made it to the list that i liked !,1,1,5,2.3333333333333335
i guess hypothetical ly yo would date me if i was single . lo l,pa h nto m of the opera had opera ghost,4,2,2,2.6666666666666665
she loves you like a brother .,that s just something you are going to have to risk .,2,1,4,2.3333333333333335
people would like him more if he ' d shut up about politics,i love these movies too and soon there will be a sh rek n um  !,2,1,1,1.3333333333333333
i think they both like me th o ! !,there ' s a funny rap music joke,1,4,3,2.6666666666666665
i never wanted to have sex again .,you should be super nice and make eye contact and smile  : )  ! !,2,1,4,2.3333333333333335
now the devil s hell h ounds are track ing his every step .,how are they different from you ? ? ? quit saying there dumb and ugly cause there not .,1,3,1,1.6666666666666667
"him asking you out is up to him , you b lew it .",i don ' t like bow wow anymore like that .,5,4,1,3.3333333333333335
"don t be so pose s ive , let him free , guys likes freedom",she save d my butt by answering first .,2,1,1,1.3333333333333333
"if you are really in love , buy a plane ticket and go get married to them .",you seen the game ?,2,3,1,2.0
that lady doctor from me x ic o who slept with gre y ? he assist ed her with the operation .,nation al la mp oon ' s christ ma s vacat ion was the most hilarious movie that i have ever seen  .,1,1,1,1.0
"you really come off as quit e creepy . . . oh y a , stop texting her ! !",not all dude s dumb chick s,5,3,2,3.3333333333333335
it ' s cool that you like this girl .,he even loves my baby,3,3,1,2.3333333333333335
if sounds like u control the relationship,try she r lick or hard y boys if you like mystery,4,1,4,3.0
he y you guys could either get along or not .,it doesn ' t take a lot of skill to be a rapper .,1,1,3,1.6666666666666667
"no , that makes u the girl of my dreams ! ! !","are you a s chi zo , or have another mental illness ?",1,3,2,2.0
do you have a good  iron skillet ?,i guess a personality that is n ' t great but not terrible,2,1,1,1.3333333333333333
he fired his sister because he can t keep his mouth shut !,no i don ' t listen to her anymore .,1,3,1,1.6666666666666667
heck a bald win brothers walking the planet .,is that the guy who used to be on the bra dy bu nch ? !,1,1,4,2.0
but it is a dis figure d cell that develop ed incorrectly .,get that baby into acting,1,3,3,2.3333333333333335
"i ended up marry ing him , but i wonder if you know why , other than love .",keep up the good work and creat ing so much fun .,1,1,2,1.3333333333333333
i ' m curious . . . what ' s it all about ?,the older you fe t the better you feel,1,1,2,1.3333333333333333
he is hanging ; is that really water at his feet ?,it depends on what you like to listen to,1,4,1,2.0
i ; ll give u n um cent .,right relat i in ship s happen on their on w,3,2,2,2.3333333333333335
"when she is free and has the desire to do so , she will .",the old song is good,1,1,3,1.6666666666666667
repeat do not tell him face to face .,"it could be a friend , a spouse , or even a family member .",1,1,1,1.0
leave him alone or you might be running into trouble .,"christ ina r ic c i has my heart , i want her autograph so freak in much",1,1,2,1.3333333333333333
"i never saw it , but that ' s probably why i don ' t like it .",you should try to be open - minded about what you don ' t usually think is funny,1,1,2,1.3333333333333333
what is your problem your are ady mar ied !,yes they are because their own site even asks if we w anna see their myspace .,1,3,1,1.6666666666666667
as far as the love thing i don t know .,anything with j oh h ny dep p ! !,1,2,1,1.3333333333333333
i wish i could meet my fa ve bands . i love rap music . go reli ent k !,why even ask me of course  ur  # n um,1,1,4,2.0
"your in my head , but e ' s in yours","n um of these are crap , in my opinion , but the rest are pretty good !",2,3,1,2.0
i ' m into a n um th grade boy too !,how can i get out of this ?,1,1,1,1.0
i think it depends on who broke up with who but i feel that you can always go back,you know you did the right than g,2,3,1,2.0
"you m ite lose the one you love , to some - one else .",your mom ' s so dense she even thought a laws uit was what you wear to court,2,1,1,1.3333333333333333
that is just too much skin for me ! ! ! ! ! ! !,"i love myself , and that ' s why im the only person i worry about .",5,3,4,4.0
you can ' t even put the beach boys in the same category,do i have to get over my crush ?,1,3,3,2.3333333333333335
but i am unsure of that .,"just be yourself , women see th or ugh the b s and know when you ' re fake .",1,3,1,1.6666666666666667
"we have n ' t made it yet , j en . . .  ; )","if you are thinking about  taking him back , you better think again ! don ' t do it !",4,1,3,2.6666666666666665
ye a they knew with out a doubt that you are a re t ard ed mor on with a serious l s d problem . . .,"if anyone can give a helping hand , it would mean so much to me .",1,4,2,2.3333333333333335
