text_1,text_2,label_1,label_2,label_3,avg_score
perhaps paul wall because he is a white rapper who is very popular at the moment .,and still doing his own st unt s !,2,4,4,3.3333333333333335
i ' m like most of the people you ' re talking about and like smart men .,if you like him then you shouldn ' t try to convince yourself that you don ' t .,2,1,4,2.3333333333333335
"the bible tells you , you don ' t , you meet women .",david d = nu m v = nu m a = first of letters i = first of all figure s,1,1,1,1.0
i loved a manda by nes ' performance in the role - she was  rio t ous ly funny - and think her a talented actress in general .,well there is your answer chic a !,1,2,1,1.3333333333333333
they want someone who will be there by their side no matter what happens .,if she likes it and it do s en ' t bother you .... don ' t judge her .... just make her happy and pull away !!!!,3,3,3,3.0
i suppose that you needed to be there .,dont get in the middle of a fight .,1,1,2,1.3333333333333333
i am the big king of girls .,no dont do it unless she s a total bitch !,1,2,1,1.3333333333333333
why is techno music made,artist : van halen album : div er down,1,1,3,1.6666666666666667
"that is not true . i have gone to that stage before , and you will not enjoy it !",agree with mo ra ci d t han ( me probably ) and be tty bo op k ur t co ba in wow gimme a break ! very over ated,1,1,1,1.0
"b nu m and others will be at mabe i house bar nes am ph i the at re in m able ton ,  ga on june nu m  , nu m at nu m : nu m p . m .",click five is way better than fall out boy !,3,1,1,1.6666666666666667
be yourself and do not try too hard . it will happen .,t . i is th bomb what u talkin about,3,1,1,1.6666666666666667
"most likely he has much , since he is a popular actor .",read the da vinci code by dan brown,1,4,1,2.0
that is where they began .,lil r ome o ' s video u cant shine like me is on yahoo music,1,1,1,1.0
but the longest word in the dictionary is an t in on establish ta rian ism . i think that is how you spell it .,"yes , i was married to him , didn ' t like him . . and still had sex with him .",3,1,1,1.6666666666666667
go to yellow page s and find the book club .,i ' m also more of a but t guy .,4,3,1,2.6666666666666665
be careful what you ask for !,i guess i should express that sort of thing more often ...,1,1,1,1.0
the lady with blonde hair reach es into her purse and hands the lady with red hair a  $ nu m bill .,i like more k us t ur ic a & no s mo ch ing or ches tra,4,1,1,2.0
"i am still in possession of his "" e at it "" tape .","i like je n also , but angelina rocks !",1,1,1,1.0
i do not know . i would like to know that myself . i like them a lot .,especially if you care about your kid,2,2,5,3.0
tell her exactly what you posted up there .,get married for all your benefits even the child ' s,1,1,1,1.0
"i have also played the clarinet , but i see no similar ities to the cell o .",if i leave here tomorrow would you still remember me ?,2,1,1,1.3333333333333333
your shirt is as big as mine .,well women like a man who can take care of them and there for them,1,1,3,1.6666666666666667
yes . it ' s certainly my favorite reality show .,i dunno if there is something wrong with me or what but i need advice ... please give me ur words,1,1,2,1.3333333333333333
"if you are from india or south asian , search www . im r ang . t k for hindi or pa k , and possibly www . world core . net / com for english .",du c t tape them to your dad ' s car engine .,1,3,1,1.6666666666666667
how do you feel about girls taking their boyfriends out on dates ?,"i hope not , i liked that show .",1,3,5,3.0
"remember , you are a help er ; give him love and encourage ment .",in like nu m years ....... maybe ...... that ' s like asking if paris hilton has any talent ....,3,5,3,3.6666666666666665
please pro t end to cry .,i know i told plenty of guys that but i meant it .,3,1,1,1.6666666666666667
"i can never go home anymore . "" do you ever get that feeling and want to kiss and hug her ?""","hell , just do the wrong thing , and joke with them about it .",5,1,1,2.3333333333333335
last time it was overwhelm ing because he was working a lot .,tell him the truth in a letter dont ever make him wait u as u will break his heart,4,4,3,3.6666666666666665
it ' s not a good idea to have a reputation for switch ing guys like gloves .,ok i haven ' t heard too much but i still don ' t like it .,2,1,5,2.6666666666666665
john le nn on sings grow old with me .,dat guy asked the princess to come .,1,1,1,1.0
i think you are missing a row on each puzzle .,"many different people did their take on the song , so im not quiet sure .",1,2,2,1.6666666666666667
amusement s park s no long amuse me .,its easy to say but to feel it is amazing .,2,4,1,2.3333333333333335
"although it ' s sometimes hard not to , i never question fate .",if oprah had been die ting again she would probably win and kelly would be missing a leg .,3,2,3,2.6666666666666665
"if you like , i can play season in the sun by terr y jack s .",when im bored i get on the phone,2,1,4,2.3333333333333335
do not be afraid of embarrassing yourself .,honestly we love eachother but we are not compar t ible health wise .,1,5,1,2.3333333333333335
limewire is the way to go .,i love sex because it ' s so much fun !,2,4,4,3.3333333333333335
i believe that they really love eachother and other people should leave them alone .,"and being in love is like , you have went through so many relationships .",3,5,2,3.3333333333333335
i would sell it and obtain a good profit while that is possible .,sorry . i dont no . m i sis buy s all the cds & stuff . but ... they rock !,1,2,1,1.3333333333333333
"i ask my partner , "" how do you feel about us .""","gee , this is much nicer than the one at home !!!",3,1,5,3.0
"the band him plays a lot of love songs , my favorite is "" for you "".","by now you know that chicks dig talking ... so , good luck !",2,3,1,2.0
""" take my breath away "" by be r lin put s you in the mood .","but if they seem like a total mis m atch , tell him not to worry , it will soon pass .",1,2,2,1.6666666666666667
it sounds like nu m or nu m jobs .,i have to constantly st if le my wife during charm ed .,2,1,3,2.0
paris is really hot .,what you gonna do . . knock it * out ? ! . .,4,3,3,3.3333333333333335
you ' re mother is so big that she climb ed a mountain .,go get urself drunk and drive into a cop car or something,3,3,1,2.3333333333333335
"go to the left side , below the big squares . i wish you good luck !",propose nu m another sexy & hot girl .,5,2,2,3.0
the new albums by tool and angel s and air w ave s are on the list of favorites .,you like the song leave it at that !,1,3,2,2.0
i apologize . i can not help you .,that would be me im me at football man nu m  @ yahoo . com,4,1,1,2.0
so he can spank himself for touching his penis .,i don ' t know if this work for a guy .,1,4,1,2.0
he has a wife and several children .,nu m  . make sure the bestfriend wouldn ' t have a problem with it ( ob v ious ly ).,3,5,4,4.0
why are men obsessed with breasts ?,um ... was it a letter and numbers book ?,1,4,3,2.6666666666666665
"honestly this chatroom is a place to escape , to be someone that you ' re not .",depends on how serious your crush is .,4,3,3,3.3333333333333335
"they are not easy to push over , very heavy .",ok i really don ' t get that ....,4,1,1,2.0
can a couple regain trust after cheating ?,"but nu m years later , im still wish in ' .",4,1,1,2.0
i do and its great .,"art : da vinci ........ to t al genius actor : came ron di az ....... fun and cute song writer / s ing er : she ryl crow ..... g or ge ous , write awesome songs , mature , not a sell - out",4,4,1,3.0
flirting together is wonderful .,that is usually the site i look at anyways .,1,3,3,2.3333333333333335
"it depends on what memory you have available , provided that with nu m gigabyte you can have more than nu m  .",< edited by user > ah h what the heck ... go to cake walk and read and check the for um s .,1,1,3,1.6666666666666667
just go to yahoo music and search for it .,pull out swor d this is for my sister !,2,3,1,2.0
it is inconsiderate and egotistical men who could not care less about anyone but themselves .,don ' t settle for some jerk or cheater - you deserve better !!!,1,3,3,2.3333333333333335
"be honest , and try your best attempt .",it really doesnt hurt but it really sucks the first time .,3,1,2,2.0
it is at least a million dollars .,"dear katie , first thing ... you have to ask yourself ... do u want him back ?",1,2,3,2.0
"be yourself , and enjoy life .",but ask yourself this ... does my wife loves me ?,2,2,3,2.3333333333333335
have sex with him if you feel the urge .,do i give up and move on ?,2,2,1,1.6666666666666667
i love that song and i listen to it whenever i am walking .,"it may seem funny but trust me , there in there .",3,4,1,2.6666666666666665
"when chuck nor ris works out , he does not do push - up exercise s , they are called ground - down s .","of course , you could always recommend a day job ... works for me !",1,1,2,1.3333333333333333
"i ' m not familiar with rap , but i believe it may be from front minor , or something similar .","it really doesn ' t have to be this deep , ya know !",3,4,1,2.6666666666666665
"fe nder str at / gibson le s paul , best guitar s ever !",i though it was just a com mer c ail about net ze ro .,2,2,1,1.6666666666666667
"do not fool yourself , capricorn is in no way compatible .",they write how they feel and what really matters .,2,1,2,1.6666666666666667
congratulat ions on your new found love !,call him say i love you .,2,2,3,2.3333333333333335
you will need to go back to kind er ga r ten .,electric light or ches tra  » sweet talkin ' woman sweet talkin ' woman where did you go ?,4,1,2,2.3333333333333335
i hope this helps you out .,"not really , but that ' s just me .",1,4,3,2.6666666666666665
i deal with it everyday .,www . limewire . com even the free part is good no a d s like k azza or what ever that junk is,3,3,1,2.3333333333333335
i would do nearly any action possible to benefit him if we were together .,dont just say it unless he ` s asking something of you that you know is wrong .,2,3,1,2.0
sometimes it can scare a guy off if he is afraid of commitment .,name all the hindi film actresses who are famous nu m their sex scenes on the screen s ?,4,1,2,2.3333333333333335
there is really no correct way to com pose a song .,no i dont mean a travel stop over .,1,2,1,1.3333333333333333
they are all similar in some way . even if you can not tell .,they are brilliant women and i love their point of view .,2,1,3,2.0
you should try a little trick that i heard about on the radio .,i ' m not going to say it ' s o . k .,1,2,2,1.6666666666666667
is pro pos ing when you ask to marry someone ? and does spouse mean husband or wife ?,you can go to t - zone s on yo cell if ya have t - mobile,2,1,1,1.3333333333333333
it is a tie between the crow and the mat ri x .,i think you are the biggest penis in the world,1,1,1,1.0
would you prefer a man or a woman ?,i think it might mean if you ever wanted to be friends with benefits he is willing so call .,2,1,3,2.0
"i say yes , so are you still looking for someone special to marry ?",one minute u could be happy the next depressed and wanting to kill urself .,3,1,2,2.0
bad girls are easy . nice girls are difficult to get .,reality tv is the way to go these days !,3,1,1,1.6666666666666667
love is when you care so deeply for someone that you will do anything for them .,this site has tons of lyrics !,1,1,3,1.6666666666666667
"i am not certain , but i hope so !",( especially since i ' ve got the pc now ;) -- im online nu m * nu m ),2,1,1,1.3333333333333333
"second , i can relate to how difficult your situation is since i am also single . be patient !",anything above two and half in ch rocks !,3,4,4,3.6666666666666665
"women cheat in relationships as well , but they are more cu nn ing . their in fi d el ities are less likely to be discovered .",how many people where their ....... nu m the k night king and queen,1,1,4,2.0
i would really enjoy seeing him before the night is over .,the best grunge band out there !,3,3,3,3.0
she is a come d ien ne but her name escape s me .,its on the curious george soundtrack .,1,3,2,2.0
talking like one of their friends .,"oh wow , that ' s a really hard one .",3,4,3,3.3333333333333335
one day they want you to give them space and the next day they want a relationship !,"which was original ly done by new order ( yeah , i ' m old !",1,3,2,2.0
two people will shot ; only one will die .,cause it looked into the plug .,1,1,1,1.0
i write as if someone were listening to me speak a lou d . why is that ?,the girl is z ah ara and the boy mad d ox,2,1,3,2.0
you need to be young because you have to c al cul ate the amount of brain cell s .,u ' ll do some make u be a star at ur community .,2,1,1,1.3333333333333333
they ' re both full of it .,i think that the girl who got voted off yesterday .,1,1,1,1.0
he can ' t help his feelings .,drink a cold beer on a sunny beach !,3,2,1,2.0
"i wonder about the same thing , though i do not believe we will never know the answer .",the sir ens only go off once every nu m - nu m years .,1,2,4,2.3333333333333335
i ' m not certain if netflix . com is free or not .,no nu m track on his first album is : all a luc e del so le,1,1,2,1.3333333333333333
he regret s it after he does something .,"not subtle , but so much fun .",1,2,1,1.3333333333333333
that song is more popular than our album .,if she doesnt notice you im here !!!,3,2,1,2.0
it is okay sometimes .,you might be looking because your curious everyone is so dont worry about it .,2,3,1,2.0
"additional ly , it causes her to appear as if she has curv es .","quit looking for it , it will find you when you least expect it :)",3,1,1,1.6666666666666667
if not then do not be with him .,li an ne - okay is this a trick,5,1,1,2.3333333333333335
i am guessing that you also like the change ling .,"if you realy love this man , talk to him !",1,4,3,2.6666666666666665
"when you say "" ya o i ,"" do you mean gay or homo erotic ?",so get one of your mate s to do the same the worst he could do is turn you down,1,1,1,1.0
he wanted to be bald like i am !,y ' all either got the wrong ones or the right ones .,4,1,3,2.6666666666666665
""" f ail ure to launch "" is not a movie a lot of women will like but it is absolutely hilarious .",set it and do not touch it .,1,3,2,2.0
i believe that some people are born that way and some choose to be that way .,"i luv my che m cial romance  , ger ard s voice is stunning !",2,2,3,2.3333333333333335
it is not good to get tan gle d up with people who do not trust me .,dont send him flowers what ever you do !!,2,3,1,2.0
trouble related to love and relationships .,lol i was always told that ugly parents make cute kids .,3,1,2,2.0
it ' s most likely what your friend has .,i did mine exactly like it for my home coming queen .,5,1,5,3.6666666666666665
nu m cent is alive and rapping . eminem is alive and retired . tupac has passed away .,"oh , and don ' t get hung up on rhyme .",3,1,4,2.6666666666666665
"since r c er ly , that was very good .",if you answer yes on the nu m st question then i guess all you have to do is start courting ...,3,1,2,2.0
they mean they would never do anything to harm you .,any way its a great song .,1,2,3,2.0
i think the best thing to do would be to check  wikipedia .,get ready for an odd little story !,5,2,1,2.6666666666666665
"it ' s absolutely horrible that a band as talented as them have to part ways , but that is just how life goes .",i keep hearing yes and maybe and no so i have no idea yet .,3,3,1,2.3333333333333335
i do not know what to do .,but if it really is love its really hott !!,4,1,4,3.0
"give her some space , and do what she wants .",im korean and ive never dated one .,3,3,2,2.6666666666666665
"on the other hand , sometimes you also see women who cheat on men .",hey wise fool ... so is that the girlfriend or the pet ?,3,1,3,2.3333333333333335
just go ahead and ask him on a date .,oh and im sure they have an entertainment guide online .,4,1,1,2.0
they walk ed their way around the river . just kidding - it is impossible to do that .,"if he ' s not into you , then just give up .",3,4,1,2.6666666666666665
"i do not have any use for simple , single word answers as i require details .","no st ing s attached - just sexy mail , from someone you ' ve never seen ... yah , sun d s good !",4,5,3,4.0
does anyone have any fresh ideas on how to keep a marriage fresh ?,"its fun , it feels good , why stop something you ' re having too much fun doing ???",1,3,1,1.6666666666666667
he is away in for t night inter val s .,in fact i don ' t know ... sorry !,1,1,1,1.0
i will kiss you and rock my baby to sleep .,"i hate receiving oral , but i love performing it on my husband ... yu m !",2,4,3,3.0
"it all depends on you , what is inside your mind , and how you deal with this situation .",if the person you like ain ' t making the move girl make that move,2,4,1,2.3333333333333335
the original featur ing peter sell ers actually reference s the pink pan ther diamond .,i don ' t know ask a deaf person .,4,1,1,2.0
"i like little kim and ti na , but as han t i is better than both .",you seriously need to check your grammar .,1,1,3,1.6666666666666667
if you find it for a clarinet please let me know .,i guess we never know until we ask him ?,1,4,1,2.0
i do not get that much sleep .,i pick ta ly or ... hes pretty fly for a white guy !,1,1,3,1.6666666666666667
direct your attention to this statement that men ex p el and women retain .,but i apologize d for all that .,2,2,3,2.3333333333333335
"i see everyone as just being different , not necessarily unattractive .",guns n ' roses - mr . brown stone,1,4,1,2.0
it is a hard life by queen .,is there anything i can tell her to try to fix her brain was h ed head ??????,4,2,3,3.0
i personally do not think over con s um p tion is bad .,depend ing on where you are that might involve a can of paint and a water to wer !,2,3,1,2.0
"go clip your to en ail s , that ' s always enjoyable .",band : fu el album : ' something like human ' song : bad day,3,1,2,2.0
why does this girl have to be the one for you ?,i don ' t know what to tell you !,1,3,4,2.6666666666666665
i have always desired to be wealthy and have many items .,to old to watch stupid shows like that .,1,3,3,2.3333333333333335
"i will take two fifty dollar bills , two twenty dollar bills , and one ten dollar bills .","i dont know right off , but seems like i have heard the song before !!",4,1,1,2.0
this song sounds like someone is having intercourse with a donkey .,because they ' re made out of wood,1,3,1,1.6666666666666667
it shows you ' re more mature to walk away .,"oh , did he help in anyway while you were in school ?",3,1,3,2.3333333333333335
look on ebay .,a lot of hum our and crayon s .,2,1,4,2.3333333333333335
good luck to you . i don ' t have any .,"because alot of girls now a days want to be wild  , or they want your money lol .",1,3,1,1.6666666666666667
do whatever is best for you even if that means turning down your mom ' s idea .,eh ar mon y is expensive but very good .,1,1,3,1.6666666666666667
he always hits or eg on before you .,everybody is fighting evil things now day s .,1,3,2,2.0
that is what all of my friends tell me . that is how men always behave .,and its everytime we touch by ca s ca da,1,3,1,1.6666666666666667
are you flirting because you want to be with him or are you just teasing him ?,yo mama so fat she sat on the beach and green pe ace threw her in !,4,2,3,3.0
when i ' m driving all over the country . i listen to x m radio .,i ' d pr b ly not make it very far on anything else either tho .,1,1,2,1.3333333333333333
we both agree d that she wouldn ' t see or hang out with her friends until the first of march .,fulfill his fan t acy . . i am sure u will enjoy it too ( even if you said / t hot u wont ),1,3,3,2.3333333333333335
i don ' t believe it was given a name .,well i personally love for my man to have a go ate e .,3,4,5,4.0
they are just so sexy .,( i saw that on an episode of law in order ),5,3,2,3.3333333333333335
"you said , she , then , his , then , her , then , and she .",i also wonder about the same thing sis !,2,4,1,2.3333333333333335
you should stop guessing because it ' s disrespectful !,didn ' t know we had one lol,1,5,2,2.6666666666666665
they are husband and wife .,it depends how he physically feels in his mind,1,1,2,1.3333333333333333
the other man who actually provided the answer must be irritate d .,hell yeah they r hot . my email address is cl audi a nu m  ley va @ yahoo . com im mexican but sexy . we re do u ; ive,2,1,2,1.6666666666666667
of course . it should have been obvious that you play the drums for a band .,me i look for a guy that is confident but not cocky .,3,4,1,2.6666666666666665
what is the matter with you ; why can you not understand what is happening ?,to make it more drama t tic play aint that a shame lol,1,4,3,2.6666666666666665
i wish you good luck on your quiz and hope that you win .,"if someone did it to you and you didnt like it , then why ruin someone s marriage ?",4,2,2,2.6666666666666665
and what in the world does i c p mean anyways ?,but it doesnt mean that you tech na c lly want to be with men .,2,2,1,1.6666666666666667
"remember that you are performing to entertain others , not become popular .",she called the movie trash grow up lady .,2,1,3,2.0
"because , good men get mi red in the l j b f zone ... and become a should er on which to cry .",i mu s make this girl to lo k like a bi atch,1,1,1,1.0
"blow him a kiss , and then say , "" so , what ' s up ?""","i think its play ' d out , so no .",3,3,1,2.3333333333333335
i would start singing other songs or start playing my radio .,that movie was not pornograph ic at all .,2,3,1,2.0
i do not even listen to that very often !,your not a horrible person at all .,1,3,1,1.6666666666666667
do not say anything and do not tell anyone .,"sta in d -  zo ey jane and there ' s one by the talking heads i think , but i can ' t remember the name",4,2,1,2.3333333333333335
i believe that she was murder ed and it was made to look like a suicide .,esp cial ly when you argue over dumb stuff,2,1,1,1.3333333333333333
what in the world is meant by car na tic music ?,whisper sweet nothing s to her - and mean it .,1,1,4,2.0
"believe me , i can ... he re are so , e questions for you .","the problem isn ' t really the ring though , it ' s the lying .",1,1,2,1.3333333333333333
that is pretty much all they do is sing that song . but it is a cool song .,a lady in the street s and a fr eck in the bed !!,1,1,1,1.0
not know how and when i am going to die .,she was much too hot for him,4,1,1,2.0
that does not mean that i would friends with them .,"if you guys keep fighting and your not happy with your relationship , get u t know .",1,1,4,2.0
"though i have heard of an as ta s ia , i don ' t think that is her since her skin is lighter .","if you want an answer , try put ting you r q uestion in the right category",1,2,1,1.3333333333333333
""" i guess that leaves more french toast for me ."" he said .",") , el mer , s m ur f s , x - men , and d affy ( no one can beat duck dodge s )",3,3,1,2.3333333333333335
"if he is a great person , his skin color should not matter .",my dad says it is whatever my mom wants .,3,1,1,1.6666666666666667
"men do no not play games , only girls play games .",can ' t remember if that was family guy or the simpson s episode,1,1,2,1.3333333333333333
"although i had to guess , i still got nu m points .",the last place you should be picking your nose is during sex,4,1,4,3.0
i think going door to door for religion is bad enough .,y would you want a woman to pay for dates ?,2,3,1,2.0
i do not mean with war either way .,ur movie does really sound interesting !,5,1,3,3.0
i would not change anything if i were you .,i thi ink dat the fast mu s i ic makes like the brain smarter and re ju ine t es the mind z .,3,3,4,3.3333333333333335
women know it is better to keep your mouth shut and let people make their own mistakes .,a corn dog you tr ow away the wrappe r ( aka .,1,3,2,2.0
"he used to be when he first came out . when he was underground . but , now he has gone commercial !",yet i don ' t want to have regret s later ?,3,5,3,3.6666666666666665
purchase for her a stuff ed frog with a heart on it or some other item that combine s the ideas love and frog s .,"shakira - nice body , sha kin her hips !",1,3,4,2.6666666666666665
"either kelly pick ler , or paris , i do not think is will be the gentleman yet .",just spend time wit them ... they are not gonna eat you .... don ' t you have sisters or cousin s ...,1,1,1,1.0
"i haven ' t tried them , but you seem to have a problem with gay or bisexual people .",my gf is korean and i ' m white .,1,2,2,1.6666666666666667
i enjoy every moment of it .,but i hear he has a girlfriend .,1,1,5,2.3333333333333335
you can ' t solve a problem unless you have courage .,maybe he wants u to ask him out .,3,5,4,4.0
you should not be annoyed by someone saying hello .,is your girl an a x murder er ?,4,5,4,4.333333333333333
"i do not care for hat s , but i do like cap s .",get to know him first in person .,1,3,2,2.0
"whenever po ko is temper a ment al , he looks as if he may in ju re the dog .",dum my that was a dumb question !! !!!!!!!!!!!!!!!! !!!!!!!!!!!!!!!! !!!!!!!!!!!!!!!! !!!!!!!!!!!!!!!!,2,2,1,1.6666666666666667
let us go for a ride to some place special .,"oh he was rel uc t ant , but wanted to join so bad !!!",5,2,3,3.3333333333333335
i am certain they got married for reasons that were not appropriate .,"what , i ' m trying to figure out is , is she playing with me or for real ?",1,1,1,1.0
we hate it when men do that to us .,present him with this list . . your ( fu ture ) marriage can ' t work if you feel that you are being disrespect ed ...,1,1,2,1.3333333333333333
too bad tr oy and g ab ri ella didn ' t kiss at the end .,i kno sum one n i want nu m find out information bout him .,1,3,3,2.3333333333333335
i honestly believe that the majority of people are focus ed on the private activities of others .,don ' t forget the song that went ... red roses for a blue lady .,5,4,1,3.3333333333333335
"if you are having sexual thoughts about a person , then it is .",it seems men are pretty much ready anytime .,3,2,5,3.3333333333333335
"i love rock is not a good answer , but it does help me with points .","if you want more details , then go to  wikipedia .",2,1,1,1.3333333333333333
i do not as i believe it is too ri s que for me .,huh good god what is it good for ?,3,1,3,2.3333333333333335
i did break up with my boyfriend only to later regret it .,ps i am in a lib ary club trust me please .,5,4,2,3.6666666666666665
it ' s a difficult emotion .,lol put some chi od os in yur playlist .,5,1,1,2.3333333333333335
if fun d s are tight and you ' re staying home it is inexpensive entertainment .,"he has a girl , i have a boyfriend .",1,3,1,1.6666666666666667
but what a waste of meat .,i like the but t i think it is the first thing i look at first,3,4,3,3.3333333333333335
yes but you probably should not expect to have a wife for very much longer if you do .,after he put the ring on my finger he had no interest in me anymore .,2,3,5,3.3333333333333335
i like to purchase ve ggie tale s videos for my kids .,so never think of another man or women in your life .,4,1,3,2.6666666666666665
"when you do not stay with an uncle but you miss your father and sisters , and you don ' t really feel at home .",most of the time i ' m just nervous that the girl doesn ' t like me and its all in my head .,1,4,5,3.3333333333333335
i hope i could help .,i cant help but wonder ... who did he kiss at mid night ?,1,2,4,2.3333333333333335
its all an act and it ' s funny .,who the hell wants to record that shit ???,4,1,1,2.0
i find it funny that they are all in jail .,? try to go with something u like to do,1,4,1,2.0
she is like her mother who always involve s the law in her dis put es .,yu m he looks about nu m f t nu m in to me,1,3,2,2.0
you should move on as there are lots of other men available .,if it didn ' t work for you then i guess nothing happens .,5,1,4,3.3333333333333335
i don ' t think i will ever be able to get over him .,i really feel un easy whenever he s around . . wat shud i do ?,1,1,1,1.0
attempt to use limewire . com as i was able to locate songs i find appealing in the classic country genre .,"if you ' re a hottie and not a bi m bo and he doesn ' t call back , his loss !!",1,1,5,2.3333333333333335
perhaps you both could have a very strong relationship .,i can ' t see why anyone would sing it otherwise .,2,1,3,2.0
"because i am unable to ride a bi cy c le , i would choose orange s .",with my hubby for days i wont want him to touch me .,1,4,4,3.0
i really don ' t like a ar on car ter . i only like ' beautiful soul ' by jesse mccartney .,yea i think so ... i think everyone will have their true love one day !,4,3,2,3.0
i engaged in a game of black ja ck for nu m straight hours .,he bring s her to the beach and they watch the sky writer spell out his proposal .,3,1,3,2.3333333333333335
"i believe the song is by master p , though i can ' t remember the exact name of the song .",dr d re always write his own songs if i ' m not mistaken .,4,3,2,3.0
one who tend s to cheat usually cheats again .,alot its been un bar able w / o him .,1,3,1,1.6666666666666667
"i just turn ed nu m  , but i will attempt to offer an answer anyway .",would you be alright if you tried it and ended up hat ing eachother ?,1,1,3,1.6666666666666667
"tell him that you ' re not homosexual . if that doesn ' t work , physically strike him in the a b do men and chest . make sure you hit strike him in the a b do men first , however .","yeah , it ' s illegal ... but you would at t ach a song just like any other file .",3,1,4,2.6666666666666665
everyone will receive a piece of the pie .,"check out your music store , they ll have it .",3,4,5,4.0
"hey , gal . i like your avatar ' s cho ide of hat s .","hi my name is ca y la  $ i ' m nu m  , nu m",1,3,1,1.6666666666666667
"on head to ch ris t . com , his stuff is pretty good .","you are a sick , perverted man .",1,4,1,2.0
you can find any fanfiction you want at fanfiction . net .,i spent nu m last night ... rite now its only been nu m and nu m / nu m  .,2,1,1,1.3333333333333333
"the word does not exist in the english language , but it does in other language s .",i ' m lookin for the answer myself,4,3,1,2.6666666666666665
it shouldn ' t be only about sex .,"j or ge be re bi che z has it , give ' em the nu m  , i ' m content with the nu m  .",2,1,1,1.3333333333333333
i find it difficult to watch something like that due to my e mpathy and the fact that i now have a daughter .,love is on of those feelings you just know .,4,1,1,2.0
i believe that it is the other way around .,"big guy of nu m in north of chin a , like travel  , books , tv and happy hours .",1,5,2,2.6666666666666665
"damn it ! can you yell the words "" ki ll and die ,"" louder ?",i ' m guessing it will be in chicago ...,2,3,3,2.6666666666666665
"it is either their appearance , social standing , wealth , etc .",besides you will have lots more crush es in your life so don ' t sweat it be happy !,4,3,5,4.0
"i feel that the name "" la za ru s "" is cool er than "" ver da le .""",if you double it do you get a body building dozen ?,4,2,4,3.3333333333333335
"if they never call back , that probably means that they are not very interested .",no i dont think it is .,4,1,1,2.0
i do not understand why there is such a com mo tion .,my cd use to skip all the time and now it doesn ' t .,3,1,1,1.6666666666666667
"that is what i am saying . please support me on this one , people !",ask her out go for walks or sumthin plus u need to state her age in ur question,1,1,3,1.6666666666666667
"the song is from the album ever c le ar , and its title is t al b ach man .",newer questions get more activity on yahoo !,1,1,3,1.6666666666666667
i never had the chance to make friends with any of them .,maybe rry cause hoo ter ville is pretty weird,1,3,1,1.6666666666666667
"she asked out someone else in december , after she broke up with me .",but my kids would say pop ey lol,1,1,1,1.0
