text_1,text_2,label_1,label_2,label_3,avg_score
the way it has work ed for me is to go out with a friend .,"it is simple , god created the chicken and then the chicken laid an egg .",4,1,3,2.6666666666666665
"i do not know , but i hope not because i would be so angry if he did that .","it is exciting , especially when you feel  butterflies in your stomach .",3,3,4,3.3333333333333335
that is why it is my favorite .,i do not want to die without any scar s .,3,2,1,2.0
"if nothing works , you should ask him for it again .",you have some work to do there .,1,1,2,1.3333333333333333
get off the express way to get it .,many men try to pretend with girls they are attracted to .,2,3,1,2.0
the album the  jo sh ua t re e by u n um is good .,che rub rock is great amount s of rock fun .,1,4,1,2.0
"i am looking for song lyrics to "" b reat he me "" by  sia . does anyone else enjoy that song ?","i am smart , but i do not think i am smart enough for him .",5,1,5,3.6666666666666665
i know she is jealous of hi lary d uff .,"i think that it was , "" oops , i did it again ,"" by bri t ney sp ears .",2,1,1,1.3333333333333333
it is the least i can do for you .,the first priority is the ability of love to deceive .,1,3,1,1.6666666666666667
tell them that you are sad .,download it untill it is complete .,1,1,1,1.0
"you need to fall out , all the way !",why do some men believe it is funny to pass gas ?,1,1,4,2.0
"man , are you seriously offend ed by a cartoon show ?",this is the problem with am er ica .,2,5,3,3.3333333333333335
this is a very hard choice because there are many temptations .,a little k rypton ite would fix it .,4,1,1,2.0
i think you just fri ed my brain .,how do you know if a blonde has used the computer ?,1,3,4,2.6666666666666665
i may have to end your life if i give you this information .,star war s emp ir e and j ed i because the rest of the movies you can ignore .,2,1,2,1.6666666666666667
it is never boring . it is fulfill ing .,he / she definitely deserve s the points for this one . good work !,3,1,1,1.6666666666666667
talk to him first .,there is fo x playing j ohn ny b . good e in the movie ' back to the future . ',3,2,4,3.0
"he would have dump ed her for you , if he really preferred you over her .",i do not believe your mom is un educated at all .,1,1,3,1.6666666666666667
they are a large part of your life also .,"it is very possible to enjoy giving pleasure more , than you enjoy receiv ing it .",2,4,4,3.3333333333333335
i tried to shoot her but i just could not pull the tr igger and shoot my wife .,i have al most reached the point where i no longer care about giving it a shot .,1,1,3,1.6666666666666667
it was something similar to star war s .,listen to the music of an it al ian - b ulgar ian band called devil do ll .,1,4,1,2.0
"send me an e - mail . if you live close enough to me , i will take you on a date .",that is the best way to ascertain .,1,4,3,2.6666666666666665
perhaps he needs to a d - lib more .,"the co aches were more relaxed , and i usually played over half the game .",3,1,4,2.6666666666666665
you can not do what you are asking,if you have a penis then it is no problem ; you just have to penetrate her vagina with your erect penis .,1,1,4,2.0
"boys want sincere , car ing females that can accom o date them in life .","either you live at the north pole , you drive in reverse , or the name of the street is "" nor th "".",1,1,1,1.0
it is hard to get the attention of celebrities .,"my favorites are yes , fate s warning , dream the ater , v and en pla s , pain of s alvation , deep purple , and k ansas .",3,1,2,2.0
is she simpl y trying to use you ?,your mother is so stupid she to ok a  spoon to the superb owl .,1,3,1,1.6666666666666667
"you cannot , so let us opera te on an assum ption .","t y ra b ank s is my personal idol . i find her very attractive , but i did hear it rumor ed that she is pregnant .",2,1,1,1.3333333333333333
the burn ette screamed ' e arthquake . ',"yes , i used to do it all of the time .",1,1,1,1.0
i saw them last year and they were great .,where do i go for help ?,1,3,2,2.0
"i ' m uncertain of your feelings , however , i ' m not fond of the ne ' er - do - well personality .",some cartoon characters grow up to become someone else .,1,1,3,1.6666666666666667
let us get it out of the uncertain part .,i cannot because i am al most in love .,3,1,1,1.6666666666666667
i think being play fully difficult is the best strategy .,do not do that to yourself .,1,4,3,2.6666666666666665
"she dies in episode n um  , "" lo s ing the light "" ; it is very sad .","my mother ' s friend will y lives there . find people on myspace , since there are many people from many places .",1,3,5,3.0
i have heard of friends get ting married just six months after meet ing someone .,"well , all things considered , he does go by the name of pet er !",4,5,1,3.3333333333333335
i am sorry but i do not know where to find him .,they write their own songs and actually perform their own music .,1,5,1,2.3333333333333335
"yes , you do have to pay to listen to the music , but it is much better than listening to free music that is not as good .",i apologize for being a cha u vin ist male . joking . i cannot think of any word i would not use .,1,1,3,1.6666666666666667
"even if it is acceptable , your partner does not need to know everything you think about .",perhaps it is  related to his he pat it is c .,1,4,2,2.3333333333333335
i am not a great fan but i do watch it and i like to see ju bile e .,where am i looking to go with this ?,1,2,3,2.0
your mother is so stupid that she thought boy z n um men was a day care center .,who is more important to you ?,1,3,3,2.3333333333333335
i cannot see my life without my husband .,"nut sh ell is my pick , but a few mad season tunes were a close second .",4,3,5,4.0
no and i do not intend to .,i do not like bands that are still making grunge music .,1,2,3,2.0
"if they apply , then try using some of these .","do not blow it on a thing called "" sex "".",1,1,1,1.0
"so , you believe that they will not cheat .","j en , we have not made it as of yet .",3,1,1,1.6666666666666667
and people wonder why he is not married .,"oh , my favorite classic television show is "" the gold en girls ."" is that show considered a ' classic ' ?",1,4,1,2.0
i love green day and i am a big fan .,why am i answering your question ?,1,2,1,1.3333333333333333
but i like many of them .,i am a man who se sign is cap r ic orn .,1,3,1,1.6666666666666667
he is a businessman and spend s his money on whatever he wishes .,she has been living for you .,1,1,1,1.0
""" mind over matter "" means that your mind can travel where your body cannot .","if a person won ' t be honest with you , then you should just forget them .",1,1,1,1.0
she is using you to cross over .,it remind s me of a song from the n um ' s .,1,3,4,2.6666666666666665
any information will be useful .,a baby seal walks into a club .,1,3,5,3.0
why did you marry him when he is quiet and no one wants him to talk to you ?,my grandmother tell s this story better .,1,1,1,1.0
i have a lot of thoughts while i am go ign to bed .,these terrifie d and help less animals are being skinned alive .,1,3,3,2.3333333333333335
you will find many source s .,"if you go out with people whom are unworthy , then you will marry someone who is unworthy .",1,1,1,1.0
"love no doubt , i do not like g we n ste f ani , with the exception of her song titled cool .","if she doesn ' t have a reason , then maybe she is n ' t your friend .",4,3,1,2.6666666666666665
"no , not if you must ask .",have fun or stay busy .,1,1,1,1.0
"ha ha , that is why i am not seeing anyone !",my favorite song is my h umps .,1,3,2,2.0
"if he only wants to be your friend , i believe it is best for you to move on .",any idea who the singer is ?,3,1,1,1.6666666666666667
i would appreciate it if i did .,but i need to be happy .,1,2,2,1.6666666666666667
""" n um m ile "" is a very authentic film .","no , he already has a girlfriend , regrett ably .",4,1,3,2.6666666666666665
"i just watched fri day , next fri day , fri day after next , and white chick s .",i like the character lu ke because he never gave up .,1,3,5,3.0
send him a message from your cell ular phone .,i am a woman so i would choose da vi d from simpler plan . he is very attractive .,3,3,1,2.3333333333333335
and she does not want anyone else to say anything .,"i never liked it , but then again , i have never actually seen it .",3,2,3,2.6666666666666665
my twin will not talk nor listen to me .,i tried limewire and a couple others but for some reason i could not download anything from them .,3,3,1,2.3333333333333335
and you ' re attracted to a lesbian and you do not identif y as a lesbian . that is completely nonsens ical .,i former ly watched it every week .,1,2,3,2.0
i think four people would be ideal .,i work as a serve r at be nna gn ' s and enjoyed it greatly .,3,1,3,2.3333333333333335
"yes , i love it because i am hand ic apped due to my cr ohn ' s dis es ase , and it give s me something to do .","if superman was n ' t superman , but just an ok man , would things be the same ?",1,1,1,1.0
go to  ira q and keep in touch .,i do and i love both of them .,3,2,1,2.0
it remind s me of an old beat les song .,either that or you are the only one who will have sex with him .,1,1,1,1.0
how do you get a blonde to commit suicide ?,you should tell her how you feel .,3,1,1,1.6666666666666667
green day sold over one million albums already !,"bu i don ' t have a lot of money for fan cy clothes , flowers , lot s of food and all the other wedding stuff .",1,1,3,1.6666666666666667
there is nothing wrong with him ; he simpl y has strong opinions and is frank .,"it continues to be shown on cable in the evening , which i believe is a positive aspect .",1,1,1,1.0
i think his name was  ed win starr .,do not say that because most men are not stupid .,1,3,2,2.0
these would be the three movies i would watch for the rest of my days .,inquire if he is cheating on you .,2,1,3,2.0
"it depends on the girl , if she is attracted to your body she will handle it .",the way i have always approach ed it is to go out with a friend .,5,1,4,3.3333333333333335
"b ob lo b law . say it n um times fast , you will laugh too .",i enjoy spending money very much .,1,2,1,1.3333333333333333
"if it is painful and the woman cannot handle it , then it is too long .",be yo nce because she is young and dances better .,3,3,1,2.3333333333333335
someone is track ing his every step .,e nsure that you are not being excessive .,2,1,5,2.6666666666666665
they are bond ed in was like twins are . they kiss all the time .,your mother was confused about what was happening .,2,3,1,2.0
can you find out if he is cheating on you ?,"we love them , it is n ' t until later that we regret what we have done .",3,3,1,2.3333333333333335
"you can apologize , but you need to accept what you already decided .",i am not a prude . i enjoy sexual things .,3,3,1,2.3333333333333335
j ohn ny is going to his grandfather ' s house .,are you looking for me ?,3,3,3,3.0
do you want to be chicken little ?,"yes you love him , but do you want to risk that he gets something that he bring s back to you ?",4,5,5,4.666666666666667
tell him . it is if you keep it honest .,ask him if he would like to dance with you .,3,2,1,2.0
does a metal hoop work the same as a plastic hoop ?,i think he trust s you .,1,1,1,1.0
rap and rock music makes my head ache .,i was cheated on for three of the years i was in a relationship .,1,1,1,1.0
"i do like that she is funny , however they make her look a little whore ish and she is a mooch .",read through wi ki ped ia ' s website about s s .,1,2,1,1.3333333333333333
"with reasoning not attribut able to the film ' s homosexual the matic , but instead due to the fact that it ' s a very well done film to experience .",i cannot think of an alternat e candid ate .,3,1,4,2.6666666666666665
if you ' re willing to take the chance .,"personally , i like the beat , yet i do not like reggae , because i cannot understand what they are saying .",3,1,1,1.6666666666666667
"if you need me to , i can send you a few chin ese songs .","i like the song ' op en arms ' by journ ey , but i like ma ria h care y s version of the song better .",4,1,3,2.6666666666666665
"so , that is your answer . yes , they said that they will not cheat .",they broke up ; i do not know how long ago .,4,3,4,3.6666666666666665
you will never get any peace if you keep him around .,i wonder if she or he kick ed his or her monitor ' s power plug .,1,1,1,1.0
it will cost you three points per answer .,do not go anywhere you went with him or her .,2,1,4,2.3333333333333335
some guy follow ed me in a store and acted scary .,about n um - n um is my guess .,2,1,3,2.0
"say , "" is it because you like someone else ?""",your girlfriend will only think that you are being a jerk .,1,4,2,2.3333333333333335
my boyfriend fart s and belches loudly .,"thanks , i have it now ! it is very ,  um , electric .",1,4,1,2.0
a guy does not want to be just friends with a woman .,i do not know and you just never do know .,2,1,2,1.6666666666666667
"it depends , though , when you are older .",do not even mentioned burn ing it to c d ' s .,2,4,3,3.0
i am not actually stating that he is adorable .,j ess ica s imp son is a very unintelligent individual .,4,2,3,3.0
"however females are less concerned , compared to males , at least .",lean in and give me a soft kiss just on my forehead .,1,3,1,1.6666666666666667
"anyway , you can play pet er , su s an , luc y , or  ed m und .",find a talented girl who is also pretty .,1,2,1,1.3333333333333333
what question appears the most on this site ?,"however , i think hoop z look ed much better than her .",1,2,1,1.3333333333333333
"i am not sure , how would you like to have an article force d into your derriere .",they are too in love to think about hope .,1,1,5,2.3333333333333335
they were not even half as easy to use as kazaa .,"rock is my favorite , but i listen to everything .",3,4,4,3.6666666666666665
"the brunette , because the blonde had to ask for directions .","with true love , you will find happiness .",3,1,5,3.0
"sue , have you heard about the man that fell off the n um foot lad der ?","one such joke is about a girl , a chicken , and a roller coaster .",3,1,4,2.6666666666666665
you have to be confident to flirt with us . remember to be sweet as well .,there was a man and a woman who were in a relationship . then they had a fight .,4,3,4,3.6666666666666665
"that is difficult . go out with her a q ua it ance , then she ' ll want you .",you don ' t look anything like to m cruise .,1,1,1,1.0
"chances are if you like her as a friend , you will like her if you are in a relationship .","i don ' t like people who claim to love "" a merican idiot "".",3,2,2,2.3333333333333335
"i have liked green day since do ok ie was in it , and i still like them .",two men walk into a bar . the third one duck s .,2,1,1,1.3333333333333333
"if not , it was not meant to be .","tell him , and it would not seem crazy because you have known one another for a long time .",1,3,1,1.6666666666666667
"i have been with my husband since i was n um  , and i am n um next month .",i am a thirty - year - old homosexual man who recently moved to s ac ra ment o .,1,3,1,1.6666666666666667
your singing sounds like yelling .,it is going to be our class song .,3,4,2,3.0
i ' ve got ti vo ready to go when the show begins .,"tan don is known to punch very hard , so be careful .",3,3,1,2.3333333333333335
"i have the late st one and i get music , pictures , movies , and document s .","i know , that one is old .",2,3,2,2.3333333333333335
i can ' t believe i am was ting my time with a question like this .,"even though , as a young man who does not normally enjoy romantic films , i enjoyed this film .",2,2,2,2.0
lately he avoid s me and will not talk to me .,we girls will never know the answer to that question .,3,3,3,3.0
i don t remember giving a woman a christ ma s gift un less i liked her .,try this which will result in you not worry ing about the appropriate amount of calls to him .,3,3,1,2.3333333333333335
they are very beautiful and lovely .,actually i want both and i feel sorry for the other one .,3,3,3,3.0
does anybody know what i am thinking of ?,c aucasian women are appropriat ing all the men !,1,3,1,1.6666666666666667
the crowd wants you to put each other down .,that is what it seems like to me .,1,1,2,1.3333333333333333
simpl y because you put only n um percent of your effort into it .,do you mean over and over by ne lly feat ?,2,1,3,2.0
did he do it on purpose ?,that is a risk that you are going to have to take .,2,3,3,2.6666666666666665
"find someone new , because you would not have  gotten married .","your mother is so stupid , when they said they were playing craps she went and got toilet paper .",4,1,3,2.6666666666666665
i am looking for female impersonat er clothes to buy and view .,"yes , because that is the only thing i am good at where lying is concerned .",1,1,2,1.3333333333333333
can i still get custody even when he has been the stay at home parent ?,"do exciting activities , such as cover ing yourselves in whi pped  cream or some other delicious food .",1,4,5,3.3333333333333335
"the sh ield , the so pran os , twin p eaks , the s imp son s , small ville , and n ip / t uck .",it is a riff and not a solo !,2,1,4,2.3333333333333335
you can tell that is just friendship if he will not even sit with you .,i am thinking you might get harm ed .,2,3,1,2.0
"this is a strange question ; i do not like either of them , however sal va dor da li is certainly more talented .",i do not think it is good to have too many .,3,1,5,3.0
you did not give us very good information ; do you all live in one house ?,small er of course and it is all about attractiveness .,1,5,1,2.3333333333333335
"what is black , white , and jump s off of a do ck ?","for goodness sake , i memorize d the whole song !",1,1,1,1.0
your partner should be your best friend .,"the same thing happened to me last night , nut it might be different this time .",5,2,1,2.6666666666666665
be n wall ace is going to be angry .,i am asking because it seems that men are always ready for sex .,2,1,1,1.3333333333333333
that ' s my guilty pleasure you ' re making fun of !,he is probably wondering if you are interested in him at all . flirt back .,3,1,4,2.6666666666666665
when i listen to me llow music from the seventies to the ninet ies i am in the best mood !,try to hook him up with a friend .,1,2,1,1.3333333333333333
be with someone who is more compat ible with your matur ity level .,"if you like sports , play volleyball , or basketball .",1,1,1,1.0
"he is poster boy for do not drink , do drugs , or pro - create .",i just think they look better than a many other nations out there .,1,1,2,1.3333333333333333
all of your questions are about carrie .,i am not a fan of either of them .,1,1,1,1.0
i quit enjoy ing rap because it has too many people !,"if the woodchuck is watching it s weight , it may not chuck .",2,1,4,2.3333333333333335
she is the greatest talk show host i have ever watched .,"the more you think about it being here , the more you are going to want it here .",3,4,3,3.3333333333333335
it depends on what type you are interested in .,i still blast his music through my a partment on a regular basis and that is the cause of my friends talking about me .,3,1,4,2.6666666666666665
i will not do anything if the person does not love me back .,i do listen to the blues .,1,1,1,1.0
"re ggie m ill er , c ly de d re xle r , cha r le e bark le y , and mic ha el j ord an .",are are an awful person .,3,3,1,2.3333333333333335
"i would suggest the o ak ridge boys ' g reat est hits , volume n um  . '",i hope that is not the case because it looks very scary .,1,3,1,1.6666666666666667
"when i left him , i sw ore i would never marry again !","a sian women are similar to wise r , more mature women .",1,2,3,2.0
i enjoy it because it provide s me with an enjoyable activity and i am disabled due to ch ron ' s disease .,i hope that helps even a little .,2,3,1,2.0
buy a to y specifically for intercourse that you both would enjoy .,"do not put reality tv on your show , please !",1,3,1,1.6666666666666667
adopt the persona of a young lady searching for an n s a coupling and send an im to him .,i am really mature for my age as well .,4,3,4,3.6666666666666665
"you love their song , which just so happens to be their most popular .","i will tell you one thing : if you cheated on her , goddess help your soul !",1,2,1,1.3333333333333333
some men don ' t think of their partner when they just get to it .,i have heard how hack - able that website is and i would just as soon pass on the .,1,1,4,2.0
i would like for you do do what is best and right even though it may be painful .,they made four albums and then they broke up .,3,1,2,2.0
"if you were truly interested in being with him , you would not be asking .",what were you both doing ?,3,2,1,2.0
so you might not be looking for the type of man who thinks the world of you .,calculate all time from all the songs to make sure it is n ' t over n um minutes .,3,1,4,2.6666666666666665
"the song is called , ' c loser you and i , ' by gi no pa d illa .",take time to decide .,1,5,1,2.3333333333333335
it is fate that does that .,"i don ' t know who no o dles is , but he must have said , "" look , butter s , there goes your friend car t man .""",1,3,1,1.6666666666666667
it is not that they are embarrassing as much as that they are very bad .,there was a witness .,3,1,1,1.6666666666666667
she  kept throw ing all of them away .,you can have a big you know what and a suck in bed .,1,4,1,2.0
she looks down into her pa jam a bottoms and screams !,"ly s ol is a good idea , but i think that would be sinful .",3,2,1,2.0
this is doctor i zz y speaking . i love and adore plus - s ize women !,"high on my favorites list are bo nnie rai tt ,  jo ni mi tch el and the woman from j ef f erson a irplane .",1,1,3,1.6666666666666667
you are experienc ing new things . it is a good thing .,"oh , and trust me , it can get bad .",1,1,2,1.3333333333333333
she is not the most attractive person playing tennis !,it is because life rare ly works out perfectly .,1,2,4,2.3333333333333335
i thought na omi wa t ts had an odd dress that look ed a little too big .,you have to love the person you are making love with .,3,1,3,2.3333333333333335
i am the most impatient person i know . i could not count them .,ju les s ac is funny but he is mean also .,3,1,1,1.6666666666666667
"yes , i did not see that coming .",i believe i could be a movie star .,1,1,1,1.0
"just be yourself and like the first guy said , a little money won ' t hurt anyone .","run , do not walk , to the video store now .",1,1,1,1.0
an example : j ohn likes collecti ng manga directly from j ap an .,"it is certainly oxygen , as you cannot live without oxygen .",1,1,1,1.0
it also takes the pressure off of me to ask someone .,you should find your song and try it .,1,1,3,1.6666666666666667
i would not want a fun eral party throw n for me . thank you all the same .,""" hold on , i have to reload my bong . okay , that is much better . now back to what i was saying .""",2,5,4,3.6666666666666665
"but , if not , then he is not at all worth the trouble .","women can be friends , but men cannot .",2,5,4,3.6666666666666665
i am a man with tra ditional values .,"he asked , "" where did you just fly in from ?""",1,1,3,1.6666666666666667
women are not ready . you need to help .,"some men simpl y need some additional stimulation to complete the task , so to speak .",2,2,1,1.6666666666666667
"i like n um ' s singer ,",i would rather they not serve any at all .,2,1,1,1.3333333333333333
men have an issue with secrets .,it is her magazine ; she launch ed it .,2,1,1,1.3333333333333333
""" date with an angel ,"" was a great movie .",find me if you would like to have a lot of fun .,1,5,4,3.3333333333333335
it was similar to a scene in star war s with the du ality of an akin sky w al ker and dar th va der .,"he says you don ' t actually love him , because you ' ve only called him twice ?",1,3,1,1.6666666666666667
he ' s crawl ing around and has no feet .,my girlfriend it very silly but i love her anyway .,3,1,2,2.0
"they do not see them , but they feel them .",uncle s am t aught him how to shoot too well .,1,1,1,1.0
"to m cruise is in it , and personally i find him to be a horr end ous actor .",a genius can get people to buy his idea .,1,3,1,1.6666666666666667
i believe that everyone should keep their name .,"trust your humor , attractiveness , intelligence , relations with others , etc .",1,2,3,2.0
she does not want you to like her sole ly for her good looks .,it is ok . it is not great but not bad .,1,5,1,2.3333333333333335
they are going to have to learn the hard way because they are mean and unwise .,"dar n , i am very scared .",1,2,1,1.3333333333333333
according to me it is unfair !,"i adore it . because ultimately , "" ever y body loves  ray mo nd .""",1,1,4,2.0
there are two types of people . the first group of people have the bodies of birds and become mules in their dreams . the second type . . .,n um ' records were used to release only two songs from an album .,1,1,1,1.0
"she is not really sure , and she hope s this helps .",i really wish that someone would get this kind of gift for me .,1,3,1,1.6666666666666667
find a girl that share s common interests with you .,"it is three if you are referr ing to members , but two "" zz ' s "" in  zz top .",2,4,1,2.3333333333333335
"he could possibly be strange , but he is not a bad person .",you are not on j erry s pringer now .,1,4,3,2.6666666666666665
"i don ' t know , but user d ani el k , has never even read manga .",usually there are multiple factors instead of just one .,1,3,1,1.6666666666666667
"it depends on whe ther or not you believe in books on dream meanings , i suppose .","in addition , either the hard y boys or she r lock hol me s .",1,1,4,2.0
it did not matter as we are just friends .,there is no such thing as zombies .,1,5,3,3.0
tell him when you are in private at the right moment .,only if you are of age .,1,3,1,1.6666666666666667
if you true ly love him you will tell him .,"i liked a udio a d re na line , have you heard of them ? actually , are they still active as musicians ?",3,4,1,2.6666666666666665
you have to overdose to get off .,re ese w itherspoon for actress and  zac  ef ron because he is good and he is so handsome .,2,1,1,1.3333333333333333
"ab ba , of course . they rule d those days , and even now i do not think they have lost their popularity .",what is your favorite movie and why do you like it ?,1,3,1,1.6666666666666667
