text_1,text_2,label_1,label_2,label_3,avg_score
"And , masters , do the same things towards them , giving up threatening , knowing that both their and your Master is in heaven , and there is no acceptance of persons with him .","And the masters ! the same things do ye unto them , letting threatening alone , having known that also your Master is in the heavens , and acceptance of persons is not with him .",5,3,2,3.3333333333333335
"For then you will delight yourself in the Almighty , and shall lift up your face to God .","For then you will have delight in the Ruler of all , and your face will be lifted up to God .",3,5,5,4.333333333333333
This is the service of the families of the sons of the Gershonites in the tent of meeting : and their charge shall be under the hand of Ithamar the son of Aaron the priest .,This the service of the families of the sons of the Gershonite in the tent of meeting ; and their charge under the hand of Ithamar son of Aaron the priest .,1,1,3,1.6666666666666667
Now may the Lord our God be with us as he was with our fathers ; let him never go away from us or give us up ;,`Jehovah our God is with us as He hath been with our fathers ; He doth not forsake us nor leave us ;,2,3,2,2.3333333333333335
"`` Now , our God , what shall we say after this ? For we have forsaken your commandments ,","And now , O our God , what are we to say after this ? for we have not kept your laws ,",1,3,5,3.0
In the thirty and eighth year of Azariah king of Judah did Zechariah the son of Jeroboam reign over Israel in Samaria six months .,"In the eight and thirtieth year of Azarias king of Juda , reigned Zacharias son of Jeroboam over Israel in Samaria six months :",4,5,5,4.666666666666667
"Shall any one teach God knowledge , who judgeth those that are high ?","To God doth teach knowledge , And He the high doth judge ?",3,3,3,3.0
"Of the sons of Hashum , Mattenai , Mattattah , Zabad , Eliphelet , Jeremai , Manasseh , Shimei .","And of the sons of Hasom , Mathanai , Mathatha , Zabad , Eliphelet , Jermai , Manasse , Semei .",3,5,4,4.0
"These are the sons of Leah , whom she bare unto Jacob in Paddan-aram , with his daughter Dinah : all the souls of his sons and his daughters were thirty and three .","These are the sons of Lia , whom she bore in Mesopotamia of Syria , with Dina his daughter . All the souls of her sons and daughters , thirty-three .",5,5,4,4.666666666666667
"Yahweh spoke to Moses , saying ,","And the Lord said to Moses ,",5,4,5,4.666666666666667
"Howbeit the people that dwell in the land are strong , and the cities are fortified , and very great : and moreover we saw the children of Anak there .","only , surely the people which is dwelling in the land strong ; and the cities are fenced , very great ; and also children of Anak we have seen there .",1,5,2,2.6666666666666665
"But love your enemies , and do them good , and lend , never despairing ; and your reward shall be great , and ye shall be sons of the Most High : for he is kind toward the unthankful and evil .","`But love your enemies , and do good , and lend , hoping for nothing again , and your reward will be great , and ye shall be sons of the Highest , because He is kind unto the ungracious and evil ;",5,4,3,4.0
"And Jonathan spake good of David unto Saul his father , and said unto him , Let not the king sin against his servant , against David ; because he hath not sinned against thee , and because his works have been to thee-ward very good :","And Jonathan gave his father Saul a good account of David , and said to him , Let not the king do wrong against his servant , against David ; because he has done you no wrong , and all his acts have had a good outcome for you :",3,4,2,3.0
"When you go , your steps will not be hampered . When you run , you will not stumble .","When thou goest , thy steps shall not be straitened ; and when thou runnest , thou shalt not stumble .",2,2,3,2.3333333333333335
"If he offers a lamb for his offering , then he shall offer it before Yahweh ;","If he offer a lamb before the Lord ,",4,3,3,3.3333333333333335
"And the way before them was like the appearance of the way of the chambers which were toward the north ; according to their length so was their breadth : and all their egresses were both according to their fashions , and according to their doors .",And there was a walk in front of them like that by the rooms on the north ; they were equally long and wide ; and the ways out of them were the same in design and had the same sort of doors .,5,1,3,3.0
"Jehovah hath done great things for us , Whereof we are glad .",Jehovah hath done great things for us ; we are joyful .,3,4,5,4.0
Let Yahweh 's glory endure forever . Let Yahweh rejoice in his works .,"He spoke , and there came divers sorts of flies and sciniphs in all their coasts .",3,4,2,3.0
Now Abraham was old and far on in years : and the Lord had given him everything in full measure .,"And Abraham old , he hath entered into days , and Jehovah hath blessed Abraham in all ;",3,5,5,4.333333333333333
"Do n't turn aside to go after vain things which ca n't profit or deliver , for they are vain .","And do not go from the right way turning to those false gods in which there is no profit and no salvation , for they are false .",2,4,1,2.3333333333333335
"that it might be fulfilled which was spoken through Isaiah the prophet , saying ,",That it might be fulfilled which was said by Isaias the prophet :,3,4,3,3.3333333333333335
"He said to them , `` No , but you have come to see the nakedness of the land ! ''","And he said to them , No , but you have come to see how poor the land is .",3,3,4,3.3333333333333335
"and to the kings that were on the north , in the hill-country , and in the Arabah south of Chinneroth , and in the lowland , and in the heights of Dor on the west ,","And to the kings of the north , that dwelt in the mountains and in the plains over against the south side of Ceneroth , and in the levels and the countries of Dor by the sea side :",5,3,4,4.0
"and for the altar of incense refined gold by weight ; and gold for the pattern of the chariot , even the cherubim , that spread out their wings , and covered the ark of the covenant of Jehovah .","And for the altar of incense , he gave the purest gold : and to make the likeness of the chariot of the cherubims spreading their wings , and covering the ark of the covenant of the Lord .",3,3,4,3.3333333333333335
"See , the nations are to him like a drop hanging from a bucket , and like the small dust in the scales : he takes up the islands like small dust .","Behold , the nations are esteemed as a drop of the bucket , and as the fine dust on the scales ; behold , he taketh up the isles as an atom .",3,4,2,3.0
"And I saw another beast coming up out of the earth ; and he had two horns like unto a lamb , and he spake as a dragon .","And I saw another beast coming up out of the land , and it had two horns , like a lamb , and it was speaking as a dragon ,",5,5,2,4.0
"And he said : Thou shalt glory no more , O virgin daughter of Sidon , who art oppressed : arise and sail over to Cethim , there also thou shalt have no , rest .","And He saith , `Thou dost not add any more to exult , O oppressed one , virgin daughter of Zidon , To Chittim arise , pass over , Even there -- there is no rest for thee . '",4,4,4,4.0
"David brought up his men who were with him , every man with his household . They lived in the cities of Hebron .","And David took all his men with him , every man with his family : and they were living in the towns round Hebron .",4,3,4,3.6666666666666665
"That he might make them free who were under the law , and that we might be given the place of sons .","that those under law he may redeem , that the adoption of sons we may receive ;",4,4,2,3.3333333333333335
"When therefore ye see the abomination of desolation , which was spoken of through Daniel the prophet , standing in the holy place ( let him that readeth understand ) ,","When , then , you see in the holy place the unclean thing which makes destruction , of which word was given by Daniel the prophet ( let this be clear to the reader ) ,",5,4,3,4.0
"And after Abimelech there arose to save Israel Tola the son of Puah , the son of Dodo , a man of Issachar ; and he dwelt in Shamir in the hill-country of Ephraim .","After Abimelech there arose a ruler in Israel , Thola son of Phua the uncle of Abimelech , a man of Issachar , who dwelt in Samir of mount Ephraim :",1,4,2,2.3333333333333335
"And the sons of Elpaal : Eber , and Misham , and Shemed , who built Ono and Lod , with the towns thereof ;",And the sons of Elpaal : Eber and Misham and Shemed ( he was the builder of Ono and Lod and their daughter-towns ) ;,5,4,4,4.333333333333333
And let Aaron 's name be placed on the rod of Levi : for there is to be one rod for the head of every family .,And Aaron 's name shalt thou write upon the staff of Levi ; for one staff shall be for head of their fathers ' houses .,4,5,3,4.0
"And if any one say anything to you , ye shall say , The Lord has need of them , and straightway he will send them .","And if any man shall say anything to you , say ye , that the Lord hath need of them : and forthwith he will let them go .",4,5,4,4.333333333333333
"And David said to Gad , This is a hard decision for me to make : let us come into the hands of the Lord , for great are his mercies : let me not come into the hands of men .",And David said to Gad : I am in a great strait : but it is better that I should fall into the hands of the Lord ( for his mercies are many ) than into the hands of men .,4,2,3,3.0
"The Jews therefore did not believe concerning him , that he had been blind , and had received his sight , until they called the parents of him who had received his sight ,","The Jews then did not believe concerning him , that he had been blind , and had received his sight , until they called the parents of him that had received his sight ,",4,5,5,4.666666666666667
"and the father of circumcision to them who not only are of the circumcision , but who also walk in the steps of that faith of our father Abraham which he had in uncircumcision .","He is the father of circumcision to those who not only are of the circumcision , but who also walk in the steps of that faith of our father Abraham , which he had in uncircumcision .",5,4,3,4.0
"вЂ”therefore , ye shepherds , hear the word of Jehovah .","Therefore , ye shepherds , hear the word of the Lord :",4,4,4,4.0
`` I came to throw fire on the earth . I wish it were already kindled .,"I came to send a fire on the earth , and it may even now have been lighted .",3,5,2,3.3333333333333335
"Yahweh , for your servant 's sake , and according to your own heart , you have done all this greatness , to make known all these great things .","O Jehovah , for Thy servant 's sake , and according to Thine own heart Thou hast done all this greatness , to make known all these great things .",2,2,4,2.6666666666666665
"What wilt thou that I shall do to thee ? And he said , Lord , that I may see .","Saying : What wilt thou that I do to thee ? But he said : Lord , that I may see .",3,3,3,3.0
"When the multitudes heard it , they were astonished at his teaching .","And having heard , the multitudes were astonished at his teaching ;",5,2,5,4.0
"The mighty men of the armies also include Asahel the brother of Joab , Elhanan the son of Dodo of Bethlehem ,","And the mighty ones of the forces Asahel brother of Joab , Elhanan son of Dodo of Beth-Lehem ,",3,4,4,3.6666666666666665
"And when the disciples heard it , they were astonished exceedingly , saying , Who then can be saved ?","And when they had heard this , the disciples wondered very much , saying : Who then can be saved ?",1,5,4,3.3333333333333335
So the people were scattered abroad throughout all the land of Egypt to gather stubble for straw .,And the people was scattered through all the land of Egypt to gather straw .,1,2,1,1.3333333333333333
"having condemnation , because they have rejected their first pledge .","being guilty , because they have cast off their first faith .",3,1,3,2.3333333333333335
"then all the Jews returned out of all places whither they were driven , and came to the land of Judah , to Gedaliah , unto Mizpah , and gathered wine and summer fruits very much .","and all the Jews from all the places whither they have been driven , turn back and enter the land of Judah , unto Gedaliah , to Mizpah , and they gather wine and summer fruit -- very much .",5,4,4,4.333333333333333
"So you are to make the Levites separate from the children of Israel , and the Levites will be mine .","and thou hast separated the Levites from the midst of the sons of Israel , and the Levites have become Mine ;",4,5,4,4.333333333333333
"Moreover in Jerusalem Jehoshaphat appointed Levites and priests , and of the heads of the fathers ' households of Israel , for the judgment of Yahweh , and for controversies . They returned to Jerusalem .","In Jerusalem also Josaphat appointed Levites , and priests and chiefs of the families of Israel , to judge the judgment and the cause of the Lord for the inhabitants thereof .",3,3,3,3.0
"Gather yourselves together , yes , gather together , you nation that has no shame ,","Assemble yourselves together , be gathered together , O nation not worthy to be loved :",2,3,3,2.6666666666666665
He sendeth forth springs into the valleys ; They run among the mountains ;,You sent the springs into the valleys ; they are flowing between the hills .,4,1,4,3.0
In the first chariot were red horses ; in the second chariot black horses ;,"In the first chariot red horses , and in the second chariot brown horses ,",5,3,3,3.6666666666666665
"For he hath oppressed and forsaken the poor ; He hath violently taken away a house , and he shall not build it up .","For he hath oppressed , hath forsaken the poor ; he hath violently taken away a house that he did not build .",4,5,3,4.0
For what have I to do with also judging those who are outside ? Do n't you judge those who are within ?,For what have I to do to judge them that are without ? Do not you judge them that are within ?,4,5,5,4.666666666666667
"I will make thee a perpetual desolation , and thy cities shall not be inhabited ; and ye shall know that I am Jehovah .","I will make thee perpetual desolations , and thy cities shall not be inhabited : and ye shall know that I Jehovah .",5,5,3,4.333333333333333
"Whoever speaks a word against the Son of Man , it will be forgiven him ; but whoever speaks against the Holy Spirit , it will not be forgiven him , neither in this age , nor in that which is to come .","And whosoever shall speak a word against the Son of man , it shall be forgiven him : but he that shall speak against the Holy Ghost , it shall not be forgiven him , neither in this world , nor in the world to come .",5,3,4,4.0
"And when they measured it with an omer , he that gathered much had nothing over , and he that gathered little had no lack ; they gathered every man according to his eating .","And they measured by the measure of a gomor : neither had he more that had gathered more : nor did he find less that had provided less : but every one had gathered , according to what they were able to eat .",4,3,2,3.0
"He that hath blameless hands and a pure heart ; who lifteth not up his soul unto vanity , nor sweareth deceitfully :","Let all them be confounded that act unjust things without cause . shew , O Lord , thy ways to me , and teach me thy paths .",3,3,1,2.3333333333333335
"Now the rest of the acts of Rehoboam , and all he did , are they not recorded in the book of the history of the kings of Judah ?","And the rest of the acts of Rehoboam , and all that he did , are they not written in the book of the chronicles of the kings of Judah ?",1,4,3,2.6666666666666665
"It were well for him if a millstone were hanged about his neck , and he were thrown into the sea , rather than that he should cause one of these little ones to stumble .","It were better for him , that a millstone were hanged about his neck , and he cast into the sea , than that he should scandalize one of these little ones .",3,4,2,3.0
"They shall dwell in the land that I have given to Jacob my servant , in which your fathers lived ; and they shall dwell therein , they , and their children , and their children 's children , forever : and David my servant shall be their prince for ever .","And they shall dwell in the land that I have given unto Jacob my servant , wherein your fathers have dwelt ; and they shall dwell therein , they , and their children , and their children 's children for ever : and David my servant shall be their prince for ever .",5,4,3,4.0
"The sons of Ulam were mighty men of valor , archers , and had many sons , and sons ' sons , one hundred fifty . All these were of the sons of Benjamin .","And the sons of Ulam are men mighty in valour , treading bow , and multiplying sons and son 's sons , a hundred and fifty . All these of the sons of Benjamin .",4,2,5,3.6666666666666665
Let love be without hypocrisy . Abhor that which is evil ; cleave to that which is good .,Let love be without hypocrisy . Abhor that which is evil . Cling to that which is good .,1,3,5,3.0
He was preaching in the synagogues of Galilee .,and he was preaching in the synagogues of Galilee .,4,5,2,3.6666666666666665
"And having sent into Macedonia two of them that ministered unto him , Timothy and Erastus , he himself stayed in Asia for a while .","Having sent into Macedonia two of those who served him , Timothy and Erastus , he himself stayed in Asia for a while .",1,3,5,3.0
"And that when I come again , my God may put me to shame among you , and I may have grief for those who have done wrong before and have had no regret for their unclean ways , and for the evil desires of the flesh to which they have given way .","lest again having come , my God may humble me in regard to you , and I may bewail many of those having sinned before , and not having reformed concerning the uncleanness , and whoredom , and lasciviousness , that they did practise .",5,4,3,4.0
"The princes of Succoth said , `` Are the hands of Zebah and Zalmunna now in your hand , that we should give bread to your army ? ''","And the chief men of Succoth said , Are the hands of Zebah and Zalmunna already in thy hand , that we should give bread to thine army ?",3,4,3,3.3333333333333335
"And he said unto his lad , Run , find now the arrows which I shoot . And as the lad ran , he shot an arrow beyond him .","And he said to the boy , Go and get the arrow I let loose from my bow . And while the boy was running , he sent an arrow past him .",3,4,4,3.6666666666666665
"Is not thy fear of God thy confidence , And the integrity of thy ways thy hope ?",Is not thy reverence thy confidence ? Thy hope -- the perfection of thy ways ?,4,5,4,4.333333333333333
But I have trusted in thy lovingkindness ; My heart shall rejoice in thy salvation .,But I have had faith in your mercy ; my heart will be glad in your salvation .,3,4,4,3.6666666666666665
"Then Horam king of Gezer came up to help Lachish ; and Joshua smote him and his people , until he had left him none remaining .","At that time Horam king of Gazer , came up to succour Lachis : and Josue slew him with all his people , so as to leave none alive .",5,3,5,4.333333333333333
"to the Canaanite on the east and on the west , the Amorite , the Hittite , the Perizzite , the Jebusite in the hill country , and the Hivite under Hermon in the land of Mizpah .","To the Chanaanites also on the ease and on the west , and the Amorrhite , and the Hethite , and the Pherezite , and the Jebusite in the mountains : to the Hevite also who dwelt at the foot of Hermon in the land of Maspha .",1,5,4,3.3333333333333335
"But the following night the Lord stood by him , and said , Be of good courage ; for as thou hast testified the things concerning me at Jerusalem , so thou must bear witness at Rome also .","And on the following night , the Lord having stood by him , said , `Take courage , Paul , for as thou didst fully testify the things concerning me at Jerusalem , so it behoveth thee also at Rome to testify . '",4,4,5,4.333333333333333
"The good man is gone from the earth , there is no one upright among men : they are all waiting secretly for blood , every man is going after his brother with a net .","The holy man is perished out of the earth , and there is none upright among men : they all lie in wait for blood , every one hunteth his brother to death .",1,4,4,3.0
"For I am conscious of my thoughts about you , says the Lord , thoughts of peace and not of evil , to give you hope at the end .","For I know the thoughts that I think toward you , saith Jehovah , thoughts of peace , and not of evil , to give you in your latter end a hope .",3,4,3,3.3333333333333335
The whole congregation of the children of Israel murmured against Moses and against Aaron in the wilderness ;,And all the children of Israel were crying out against Moses and Aaron in the waste land :,4,3,3,3.3333333333333335
"Putting away therefore all wickedness , all deceit , hypocrisies , envies , and all evil speaking ,","Wherefore laying away all malice , and all guile , and dissimulations , and envies , and all detractions ,",1,1,1,1.0
And the Philistines came and spread themselves in the valley of Rephaim .,"And the Philistines have come , and rush into the valley of Rephaim ,",2,4,4,3.3333333333333335
"So this is what the Lord has said about the prophets who make use of my name , though I sent them not , and say , The sword and need of food will not be in this land : the sword and need of food will put an end to those prophets .","Therefore thus saith the Lord concerning the prophets that prophecy in my name , whom I did not send , that say : Sword and famine shall not be in this land : By sword and famine shall those prophets be consumed .",4,3,1,2.6666666666666665
"And it came to pass as they went in the way , one said to him , I will follow thee wheresoever thou goest , Lord .","And it came to pass , as they are going on in the way , a certain one said unto him , `I will follow thee wherever thou mayest go , sir ; '",4,2,4,3.3333333333333335
"The king sent and freed him ; even the ruler of peoples , and let him go free .","The king sent men to take off his chains ; even the ruler of the people , who let him go free .",5,4,2,3.6666666666666665
Jehoahaz was twenty and three years old when he began to reign ; and he reigned three months in Jerusalem : and his mother 's name was Hamutal the daughter of Jeremiah of Libnah .,"Joachaz was three and twenty years old when he began to reign , and he reigned three months in Jerusalem : the name of his mother was Amital , the daughter of Jeremias of Lobna .",2,4,2,2.6666666666666665
"In that day I will perform against Eli all that I have spoken concerning his house , from the beginning even unto the end .","In that day I will raise up against Heli all the things I have spoken concerning his house : I will begin , and I will make an end .",4,5,4,4.333333333333333
"Being justified freely by his grace , through the redemption , that is in Christ Jesus ,","being declared righteous freely by His grace through the redemption that in Christ Jesus ,",1,4,3,2.6666666666666665
"and say , Thus saith the king , Put this fellow in the prison , and feed him with bread of affliction and with water of affliction , until I return in peace .","and ye have said , Thus said the king , Put ye this in the house of restraint , and cause him to eat bread of oppression , and water of oppression , till my return in peace . '",5,4,3,4.0
"And it came to pass the same year , in the beginning of the reign of Zedekiah king of Judah , in the fourth year , in the fifth month , that Hananiah the son of Azzur , the prophet , who was of Gibeon , spake unto me in the house of Jehovah , in the presence of the priests and of all the people , saying ,","And it came to pass in that year , in the beginning of the reign of Sedecias king of Juda , in the fourth year , in the fifth month , that Hananias the son of Azur , a prophet of Gabaon spoke to me , in the house of the Lord before the priests , and all the people , saying :",5,5,3,4.333333333333333
"He restored the border of Israel from the entrance of Hamath unto the sea of the Arabah , according to the word of Jehovah , the God of Israel , which he spake by his servant Jonah the son of Amittai , the prophet , who was of Gath-hepher .","He got back the old limits of Israel from the way into Hamath to the sea of the Arabah , as the Lord had said by his servant Jonah , the son of Amittai , the prophet of Gath-hepher .",2,3,4,3.0
"The king shall joy in thy strength , Jehovah ; and in thy salvation how greatly shall he rejoice .","To the Overseer . -- A Psalm of David . Jehovah , in Thy strength is the king joyful , In Thy salvation how greatly he rejoiceth .",4,1,3,2.6666666666666665
"So man lieth down and riseth not : Till the heavens be no more , they shall not awake , Nor be roused out of their sleep .","So man lieth down , and riseth not again ; till the heavens be no more , they do not awake , nor are raised out of their sleep .",3,5,5,4.333333333333333
that in the ages to come he might show the exceeding riches of his grace in kindness toward us in Christ Jesus ;,That in the time to come he might make clear the full wealth of his grace in his mercy to us in Christ Jesus :,2,3,5,3.3333333333333335
"Then Moses sent for Bezalel and Oholiab , and for all the wise-hearted men to whom the Lord had given wisdom , even everyone who was moved by the impulse of his heart to come and take part in the work :","And Moses calleth unto Bezaleel , and unto Aholiab , and unto every wise-hearted man in whose heart Jehovah hath given wisdom , every one whom his heart lifted up , to come near unto the work to do it .",1,3,2,2.0
"And he said to her , Take your place at the door of the tent , and if anyone comes and says to you , Is there any man here , say , No .","And Sisara said to her : Stand before the door of the tent , and when any shall come and inquire of thee , saying : Is there any man here ? thou shalt say : There is none .",4,5,3,4.0
"Thou shalt not speak ill of the gods , and the prince of thy people thou shalt not curse .","`God thou dost not revile , and a prince among thy people thou dost not curse .",3,3,3,3.0
"One said to him , `` Behold , your mother and your brothers stand outside , seeking to speak to you . ''","And one said to him , See , your mother and your brothers are outside , desiring to have talk with you .",3,5,5,4.333333333333333
"and said , By myself I swear , saith Jehovah , that , because thou hast done this , and hast not withheld thy son , thine only ,","and saith , `By Myself I have sworn -- the affirmation of Jehovah -- that because thou hast done this thing , and hast not withheld thy son , thine only one --",4,3,3,3.3333333333333335
"And they gave the children of Israel a bad account of the land they had been to see , saying , This land through which we went is a land causing destruction to those living in it ; and all the people we saw there are men of more than common size .","But the others , that had been with him , said : No , we are not able to go up to this people , because they are stronger than we .",4,3,2,3.0
"Let all the earth fear the Lord , and let all the inhabitants of the world be in awe of him .","I cause thee to act wisely , And direct thee in the way that thou goest , I cause mine eye to take counsel concerning thee .",3,1,1,1.6666666666666667
Food enough for his young and for his she-lions was pulled down by the lion ; his hole was full of flesh and his resting-place stored with meat .,"The lion is tearing parts his whelps , And is strangling for his lionesses , And he doth fill prey his holes , And his habitations rapine .",1,3,2,2.0
"They will not hurt nor destroy in all my holy mountain ; for the earth will be full of the knowledge of Yahweh , as the waters cover the sea .",There will be no cause of pain or destruction in all my holy mountain : for the earth will be full of the knowledge of the Lord as the sea is covered by the waters .,5,3,4,4.0
"Behold , he findeth occasions against me , He counteth me for his enemy ;","Lo , occasions against me He doth find , He doth reckon me for an enemy to Him ,",1,3,2,2.0
"Voice of one crying in the wilderness , Prepare the way of Lord , make his paths straight .","`A voice of one calling in the wilderness , Prepare ye the way of the Lord , straight make ye his paths , ' --",3,4,3,3.3333333333333335
