text_1,text_2,label_1,label_2,label_3,avg_score
attach importance to,attached special importance to,5,2,4,3.6666666666666665
police officers and,", the police and",5,1,4,3.3333333333333335
used to think that,was just thinking that,1,4,5,3.3333333333333335
assumed responsibility,they are responsible for,5,1,5,3.6666666666666665
departments of education,ministry of education,4,5,4,4.333333333333333
of the tribunal for the,of the courts to,4,4,1,3.0
it supported the,and endorsed the,3,2,1,2.0
"dominic , i am so sorry",- i 'm sorry,5,5,2,4.0
aims to,is making an effort to,3,1,3,2.3333333333333335
's very important for,was very important for,5,4,5,4.666666666666667
everything looks,all this is,4,2,4,3.3333333333333335
apply them,to be implemented,2,5,4,3.6666666666666665
of small arms .,of use of nuclear weapons .,2,3,1,2.0
non-governmental organizations,the non-governmental organisations,3,5,5,4.333333333333333
are implemented,be put into effect,4,1,5,3.3333333333333335
is illustrated in,is listed in,3,5,4,4.0
and the costs of,and cost of,5,5,5,5.0
of people with disabilities,of persons with disabilities,5,5,5,5.0
are at present,is currently the,5,1,3,3.0
been actively involved,actively engaged,5,5,5,5.0
participate effectively in,be actively involved in,3,4,4,3.6666666666666665
's hard to believe,is hard to believe,5,4,3,4.0
but were,", but rather that",3,5,2,3.3333333333333335
all necessary steps to,all measures necessary,5,5,4,4.666666666666667
the baltic states,the baltic sea,4,3,1,2.6666666666666665
the goals set out in,the objectives set forth in,3,3,3,3.0
each state party to,states parties to,4,4,3,3.6666666666666665
documentation and,documents and to,5,4,3,4.0
will leave,'m leaving,4,4,3,3.6666666666666665
plenary meetings and,plenary sessions and,3,3,5,3.6666666666666665
", but rather that",", but it is",3,3,4,3.3333333333333335
cases even,case then,2,4,5,3.6666666666666665
"report , dated",report of the work of the,3,4,3,3.3333333333333335
agreement reached,to reaching,1,1,2,1.3333333333333333
development of a,of setting up a,3,5,3,3.6666666666666665
persons with reduced mobility,passengers with reduced mobility,5,5,5,5.0
the knowledge and,the skills and,1,4,3,2.6666666666666665
measured in,measured during,3,5,4,4.0
", the sources said",the officials said,5,5,4,4.666666666666667
had originally been,had initially been,5,4,5,4.666666666666667
and we are,", and we stand",4,4,3,3.6666666666666665
most of its,the majority of its,3,1,4,2.6666666666666665
where are you taking him ?,wh-where are you taking him ?,5,4,5,4.666666666666667
concepts and,to the principles and,1,4,3,2.6666666666666665
"yes , that 's true .","yes , it does .",1,2,4,2.3333333333333335
of facilitating and,facilitation and,4,5,4,4.333333333333333
to implement its,to carry out the,3,5,5,4.333333333333333
rates at,rate is,5,3,1,3.0
strives to,to pursue efforts to,5,4,1,3.3333333333333335
are currently under,is under way,4,5,5,4.666666666666667
's what it is,'s exactly right,2,2,5,3.0
and non-governmental organizations ;,and ngos ;,5,4,4,4.333333333333333
established within,created in,3,4,3,3.3333333333333335
moved forward,move ahead,1,5,5,3.6666666666666665
is thanks to,thank you to,2,2,4,2.6666666666666665
these programmes,the two programmes,5,5,4,4.666666666666667
their special needs,their particular needs,5,5,3,4.333333333333333
the euro area,the euro zone,3,5,3,3.6666666666666665
a view to improving,to help improve,4,3,3,3.3333333333333335
's losing,is losing,1,5,4,3.3333333333333335
legal regulations,of regulations,5,2,4,3.6666666666666665
and the outcome,and the results,4,5,5,4.666666666666667
will be issued in,will be included in,4,5,5,4.666666666666667
generating electricity,produce electricity,3,4,4,3.6666666666666665
required by the,", in accordance with the",3,3,2,2.6666666666666665
miles away,kilometres away,1,5,3,3.0
n't leave you,n't let you,4,4,3,3.6666666666666665
a rise in,has been an increase in,5,2,4,3.6666666666666665
"oh , uh , yeah","yes , the hell there is",1,3,3,2.3333333333333335
that 's exactly who i am,that 's correct,2,3,3,2.6666666666666665
partnership established,"partnership """,3,4,5,4.0
are very close .,'re so close .,3,3,1,2.3333333333333335
came back,was coming,1,1,4,2.0
even dressed,dressed,4,5,3,4.0
were different,to differ,2,1,5,2.6666666666666665
products and services in,product and service,4,4,5,4.333333333333333
relevant legislation,laws and regulations,3,4,5,4.0
speculate that,is suggested that,4,5,2,3.6666666666666665
reports presented to the,reports before the,3,4,5,4.0
best contribute to,contribute to,3,5,3,3.6666666666666665
for the purposes,only for the purpose,3,5,5,4.333333333333333
"right , right , yeah","yes , it is",5,5,1,3.6666666666666665
i 'm not scared,- i 'm not afraid,5,5,5,5.0
approximately 200 000,about 200 000,2,1,3,2.0
achievement of the goals of the,achieve the goals of the,4,5,4,4.333333333333333
's coming this way .,'m coming in .,3,4,4,3.6666666666666665
appropriate ways to,ways and means of,4,3,4,3.6666666666666665
also encourages the,also calls upon the,4,1,2,2.3333333333333335
is an issue that,is a subject that,2,3,1,2.0
funds will,funding is,2,3,3,2.6666666666666665
resources to,"available resources , to",4,5,2,3.6666666666666665
listed in annex,contained in annex,3,4,5,4.0
"thoughts , no","- no , dad",1,4,2,2.3333333333333335
- so what happened ?,"-well , what happened ?",5,4,5,4.666666666666667
educational system in,education system in,4,5,5,4.666666666666667
once again reiterate,once again reaffirms,4,2,3,3.0
", as are the",as well as on the,3,1,4,2.6666666666666665
routes used,routes of,5,2,4,3.6666666666666665
was pleased to note that,notes with satisfaction that,4,4,5,4.333333333333333
", arrived here",arrived in the,3,5,4,4.0
- these are,"- well , this is",2,1,1,1.3333333333333333
is over .,'s all over .,4,4,1,3.0
of supporting and,'s support of,2,4,5,3.6666666666666665
ask the secretary-general,requested the secretary- general,2,4,3,3.0
parties to the treaty,the states parties to the treaty,5,3,4,4.0
beginning of the first,start of the first,5,5,4,4.666666666666667
are benefiting from,take advantage of,4,3,5,4.0
"by its president ,",by the chairman,4,3,3,3.3333333333333335
be necessary for the,was essential for,4,4,4,4.0
that situation,such a situation,1,5,4,3.3333333333333335
attention is paid,pay attention to the,5,4,5,4.666666666666667
add to the,", contributing to the",3,1,5,3.0
you 're pretty,you look pretty,5,5,5,5.0
board of directors and the,board and the,1,3,5,3.0
resources and,", natural resources and",4,4,4,4.0
and the suggestions,and propositions,4,5,4,4.333333333333333
am in favour of,expressed support for,4,4,1,3.0
"no , we wo n't","no , he does n't",3,2,2,2.3333333333333335
grown increasingly,becoming ever more,3,2,5,3.3333333333333335
sbi decided to,sbi agreed to,4,5,3,4.0
are attending,participate in the,1,5,3,3.0
which was indispensable,which was vital,2,5,3,3.3333333333333335
of not less than 3,of not less than three,4,5,3,4.0
of russia 's,of russia,4,5,5,4.666666666666667
would help to,is instrumental in,5,1,3,3.0
this is not a toy,it 's not a toy,5,5,5,5.0
scared to death,really scared,4,4,3,3.6666666666666665
have an opportunity,were given the opportunity,2,5,4,3.6666666666666665
shall be defined by,are established by,4,4,3,3.6666666666666665
require for,needed to be,4,4,4,4.0
is ensuring that,is to guarantee that,4,5,4,4.333333333333333
there is still,there may be,3,4,3,3.3333333333333335
risen significantly,increased substantially,5,5,1,3.6666666666666665
is of vital importance that,is necessary that,4,4,1,3.0
of participating,of engaging in,5,3,3,3.6666666666666665
it has become a,has now become a,5,4,4,4.333333333333333
has reviewed and considered,considered by,4,5,5,4.666666666666667
is primarily due to,is largely due to,5,5,4,4.666666666666667
", with special emphasis",", including , in particular",1,4,3,2.6666666666666665
targeted,well targeted,4,4,5,4.333333333333333
intensive debate,intense debate,3,4,3,3.3333333333333335
indicated that they,indicates that he,4,3,4,3.6666666666666665
countries members of the,countries in the,3,4,3,3.3333333333333335
it was a party to,is a state party to,3,4,3,3.3333333333333335
"now , however ,","there is , however ,",3,3,1,2.3333333333333335
very crucial,very critical,5,5,5,5.0
took place during,had taken place in,5,3,5,4.333333333333333
almost 25 per cent,nearly 25 per cent,5,5,5,5.0
is crucial that,is vitally important for,1,3,4,2.6666666666666665
council members held,the members of the council welcomed,5,1,4,3.3333333333333335
showed that it,demonstrated that it,4,3,5,4.0
"- yeah , that 's it","- yes , he did",3,4,3,3.3333333333333335
equal treatment of men and,equality between men and,1,5,4,3.3333333333333335
'm wondering,wonder,4,4,4,4.0
", i wish to begin",", i should like to begin",4,5,5,4.666666666666667
has been actively engaged in,has been active in,2,3,4,3.0
participating in,are invited to participate in the,2,3,2,2.3333333333333335
is vitally important,is imperative,4,2,4,3.3333333333333335
correspondents and,reporter and,3,3,1,2.3333333333333335
reporting guidelines,""" guidelines",5,4,4,4.333333333333333
really were,'re really,3,1,1,1.6666666666666667
are fairly,are relatively more,2,1,3,2.0
of basic rights,"for fundamental rights ,",5,5,4,4.666666666666667
", the panel found",", the committee found",3,5,3,3.6666666666666665
of contacts between new,of the relationship between the,5,2,4,3.6666666666666665
is crucial to,would be important to,4,5,3,4.0
significantly increased,much more significant,3,4,2,3.0
and the next day,"the following day ,",5,4,5,4.666666666666667
what were your intentions,"why , what 's the matter",2,1,5,2.6666666666666665
of the opinion that,are of the view that,5,5,5,5.0
their member states,their members,3,3,1,2.3333333333333335
an increase of almost,an increase of nearly,4,4,3,3.6666666666666665
is a major component,are an important part,3,4,3,3.3333333333333335
are certainly,have actually,5,4,4,4.333333333333333
", the council is",", the council extended",4,2,3,3.0
", this is a",this represents an,5,5,3,4.333333333333333
", resulting from the",derived from the,4,3,4,3.6666666666666665
"so , what is it ?",what 's all this ?,4,4,5,4.333333333333333
levels in,level -lrb-,4,2,4,3.3333333333333335
presented in,was reported in,5,4,4,4.333333333333333
council was,"security council ,",4,3,3,3.3333333333333335
opportunity to present,the possibility of submitting,3,3,4,3.3333333333333335
is absolutely,is all very,3,3,2,2.6666666666666665
becoming members,become part,4,4,3,3.6666666666666665
", it is required to",there is a need to,5,3,4,4.0
reminded the public,reminds members of the public that,3,5,2,3.3333333333333335
and i am happy to,", and i am glad",4,4,2,3.3333333333333335
offence was committed,"criminal offence ,",1,2,1,1.3333333333333333
to include in,be contained in,4,2,3,3.0
counsel recalls that,""" the security council recalls that",4,3,4,3.6666666666666665
the results of such,results of this,4,4,2,3.3333333333333335
- is it,"- hey , it",3,3,4,3.3333333333333335
reaffirms that the,reaffirming that the,4,5,2,3.6666666666666665
n't eaten anything,n't eaten,3,3,5,3.6666666666666665
why did n't you say something,why do you want to,4,2,3,3.0
first six months,first six months of this year,5,3,4,4.0
in the circumstances,under the circumstances,5,5,4,4.666666666666667
parliament needs to,this house must,3,2,3,2.6666666666666665
appreciates the efforts,appreciated the efforts,5,4,5,4.666666666666667
the protection provided for in this,the protection provided under this,5,5,5,5.0
program objectives,the program 's objectives,3,3,5,3.6666666666666665
"yeah , he does","of course , yeah",2,4,2,2.6666666666666665
their decision,their own decisions,5,4,2,3.6666666666666665
my fear is that,my concern is that,2,5,5,4.0
achieving sustainable,sustainable management,3,5,4,4.0
who maintain,who are in,5,4,3,4.0
"- yeah , this is","- yeah , he 's",4,3,3,3.3333333333333335
a huge opportunity,a great opportunity,5,2,5,4.0
and detailed,detailed description,5,2,1,2.6666666666666665
and that is exactly,and precisely,2,3,4,3.0
results of an,the outcome of the,4,5,3,4.0
-roger who is this,- who 's that,4,2,4,3.3333333333333335
continued for,continues with,3,4,4,3.6666666666666665
of aboriginal languages,of indigenous languages,4,5,3,4.0
sufficient enough,insufficient,1,1,3,1.6666666666666667
is the establishment of,is to set up,4,4,3,3.6666666666666665
in the development and implementation of,in the elaboration and implementation of,2,2,3,2.3333333333333335
's very important that,was essential for,5,4,4,4.333333333333333
"no , that 's not true",it is not true,5,3,5,4.333333333333333
center was,centre was,5,2,5,4.0
may remain,continued to be,3,5,3,3.6666666666666665
customs clearance,customs,3,1,4,2.6666666666666665
it is crucial that,it is also essential,4,4,1,3.0
i am scared,i 'm so scared,5,5,4,4.666666666666667
assistance payments,assistance to,3,3,3,3.0
but i am,"well , i 've",3,4,3,3.3333333333333335
get involved,had been involved,5,2,4,3.6666666666666665
considered and adopted,discussed and adopted,5,2,5,4.0
the differences among,the differences between,3,5,3,3.6666666666666665
and regulations of,and rules of the,4,3,3,3.3333333333333335
the arab states,the arabs,5,3,4,4.0
reaffirm the,", reiterating",4,4,3,3.6666666666666665
on the development of a,the process of drafting a,4,3,2,3.0
achieving a higher degree of,achieve greater,4,3,3,3.3333333333333335
to avoid,thus avoiding,5,4,4,4.333333333333333
i work,i really am,4,2,3,3.0
has not yet been,have not already been,5,5,5,5.0
examination of the question of the,consideration of the issue of the,3,5,2,3.3333333333333335
- what 's that mean,what 's that supposed to mean,5,4,5,4.666666666666667
list -rrb-,-rrb- listed,1,5,4,3.3333333333333335
pertinent terms and conditions of,requirements for the,5,3,2,3.3333333333333335
cost of transportation,cost of transporting,4,5,5,4.666666666666667
this is unbelievable,- you 're unbelievable,5,4,5,4.666666666666667
're really,are really,1,4,5,3.3333333333333335
rule 160,article 160,3,4,2,3.0
it emphasises,the state party emphasizes,4,3,2,3.0
sake of the,interests of both the,3,4,4,3.6666666666666665
are relevant to the,shall apply to the,5,1,4,3.3333333333333335
and submit them,and present them,3,4,3,3.3333333333333335
goes well beyond,go far beyond,4,4,3,3.6666666666666665
is worth emphasising,is necessary to underline,3,2,3,2.6666666666666665
all necessary measures for,all appropriate measures to ensure that,4,5,4,4.333333333333333
order to improve,", with a view to improving",2,5,2,3.0
is absolutely,is definitely,3,5,5,4.333333333333333
management regimes,regulatory regimes,2,5,5,4.0
"yes , i am","oh , yes , you are",1,4,3,2.6666666666666665
strengthening cooperation among,strengthened cooperation between,4,3,4,3.6666666666666665
nuclear weapons and international,nuclear weapons and the,3,1,2,2.0
"acknowledges ,",was acknowledged,5,4,5,4.666666666666667
drafting committee,drafting of a,5,3,1,3.0
adopted a resolution,adoption of resolutions,4,5,4,4.333333333333333
was underlined that,was stressed that,1,3,4,2.6666666666666665
ministers of,prime minister in,5,1,5,3.6666666666666665
are bad,be harmful,1,4,3,2.6666666666666665
medical doctors,by doctors,5,5,3,4.333333333333333
months back,months away,5,1,2,2.6666666666666665
am going to tell you,'m going to tell you,5,5,5,5.0
are operated by,are carried out by,4,5,4,4.333333333333333
been communicated to,been forwarded to,3,5,3,3.6666666666666665
are in favour,lend my support,4,4,3,3.6666666666666665
"activities , especially","activities , particularly",5,3,5,4.333333333333333
was still in,are in,2,5,4,3.6666666666666665
findings of the,outcomes of all the,1,1,3,1.6666666666666667
its operations,current operations,2,1,4,2.3333333333333335
is not available to,are not subject to,5,1,4,3.3333333333333335
even more comprehensive,more comprehensive,5,4,5,4.666666666666667
the proper functioning of,the normal functioning of,4,3,3,3.3333333333333335
human rights violation,breaches of human rights,5,3,1,3.0
"first and foremost ,",the first is that the,2,3,4,3.0
guiding principles,principles,5,2,3,3.3333333333333335
the special rapporteur informed the government,the special rapporteur advised the government,4,5,5,4.666666666666667
decided to defer the,decides to defer,5,4,4,4.333333333333333
council is,rights council,4,3,4,3.6666666666666665
on establishing,to be established,4,5,4,4.333333333333333
also concluded,group concluded,5,4,5,4.666666666666667
of progress made in implementing,of progress in the implementation,3,4,5,4.0
both the government of,the government is,4,4,4,4.0
article 78 of,section 78 of,5,1,5,3.6666666666666665
was able to,'ve managed to,4,3,4,3.6666666666666665
medical services,medical care is,4,5,5,4.666666666666667
adoption by,adopted an,4,4,4,4.0
and capacity,and the ability,3,1,4,2.6666666666666665
ensure the protection of,purpose of protecting,3,5,4,4.0
"member state , and",member states as well,4,3,4,3.6666666666666665
assisted to,is helping to,1,5,4,3.3333333333333335
in my answer,in my reply,4,5,5,4.666666666666667
the ship,board ships,3,4,3,3.3333333333333335
included in,mainstreamed in,3,4,5,4.0
preparing for,of the preparations for,5,5,4,4.666666666666667
"no , no , this is","- nope ,",4,4,4,4.0
is a need for,was vital for,3,3,1,2.3333333333333335
is to be,must therefore be,4,2,5,3.6666666666666665
and services sectors,and service sectors,5,5,5,5.0
assets were,asset of,5,3,4,4.0
"return of refugees ,",refugee return,5,5,4,4.666666666666667
", government departments",departments is,3,3,2,2.6666666666666665
- you 're lying,you are a liar,4,5,5,4.666666666666667
real democracy,true democracy,4,3,4,3.6666666666666665
am aware,is well known,2,4,3,3.0
is naturally,are certainly,1,4,5,3.3333333333333335
toppled iraqi president saddam hussein,iraqi president saddam hussein,5,3,1,3.0
passenger traffic,passengers,2,5,3,3.3333333333333335
during the elections,at the elections,3,4,1,2.6666666666666665
by resolution,-lrb- resolutions,3,2,4,3.0
financing of this,financing of such,5,4,4,4.333333333333333
has agreed to,has been committed to,4,5,4,4.333333333333333
transportation to,transport to,4,5,3,4.0
", is committed to",remains committed to,5,1,3,3.0
said that it,was suggested that it,4,4,5,4.333333333333333
is important for,is critical to,1,4,1,2.0
major general ghazi,general ghazi,5,5,3,4.333333333333333
the counterfeiting,counterfeits,5,5,5,5.0
policy recommendations,in recommendations,4,2,3,3.0
committee considers that,is of the opinion that,5,4,3,4.0
is certainly,is undoubtedly,4,5,5,4.666666666666667
- cost,costs are,3,4,4,3.6666666666666665
it is very important that,it was essential for,4,3,3,3.3333333333333335
you heard,you 've heard,4,5,4,4.333333333333333
and to enhance their,and strengthening their,4,5,5,4.666666666666667
"collection of data ,",gather data,5,4,5,4.666666666666667
reaffirming that,", reiterating",1,4,4,3.0
what the hell 's this,what is this,4,3,4,3.6666666666666665
ceased to be,to suspend the,2,5,3,3.3333333333333335
any requirement,information requirements,5,2,2,3.0
", it 's clear",", it is clear",5,4,5,4.666666666666667
and allocation of resources,and resource allocation,5,5,4,4.666666666666667
and this is,and it 's gonna be,3,3,2,2.6666666666666665
"are you ok ,","- you all right ,",5,5,4,4.666666666666667
", relating to",", in relation to",2,5,4,3.6666666666666665
", achieving","achievement ,",2,5,5,4.0
both countries in,", the two countries",3,5,4,4.0
our standard of living,the living standards,4,4,5,4.333333333333333
supplied with,providing them with,5,1,5,3.6666666666666665
it is essential for,", it is necessary that",5,5,3,4.333333333333333
achieved in the area of,made in the field of,2,5,5,4.0
of formulating,process of formulating,2,4,3,3.0
the troop-contributing countries,the countries,2,2,5,3.0
at a press conference held,at a press conference,4,4,5,4.333333333333333
be completely,that is absolutely,4,3,4,3.6666666666666665
the creation of the state of,the establishment of the state of,5,5,5,5.0
currently studying,currently working,3,3,4,3.3333333333333335
other non-governmental organizations,national non-governmental organizations,5,2,3,3.3333333333333335
", i 've just",", but i 've got",1,4,5,3.3333333333333335
at all levels of,at all stages of,5,4,3,4.0
and state governments,"and governments ,",4,2,3,3.0
work with,'m trying to work with,4,4,4,4.0
", undertaking",undertaken the,4,3,4,3.6666666666666665
were not able to,can no longer be,1,4,3,2.6666666666666665
not stopped,not ceased,5,5,5,5.0
to believe,to be considered,4,3,1,2.6666666666666665
aimed at promoting,designed to promote,1,5,5,3.6666666666666665
objective is to assist,objective is to support,5,5,4,4.666666666666667
outcomes of its,the results of its,4,2,5,3.6666666666666665
is approving,am in favour of,5,1,1,2.3333333333333335
was just about to,were about to,5,5,4,4.666666666666667
is an extremely important issue,is very important,2,5,4,3.6666666666666665
the security council is ready to,the council is ready to,3,4,4,3.6666666666666665
security systems,the security services,5,5,2,4.0
to points raised,to issues raised,4,5,3,4.0
"i am single , yes","yeah , i did",2,2,1,1.6666666666666667
and the ways in,", and the manner in",4,4,4,4.0
're funny,is funny,3,3,2,2.6666666666666665
conclusions as well as,of conclusions and,4,5,3,4.0
present proposals,forward proposals,5,3,2,3.3333333333333335
"prescribed time ,","prescribed time limit ,",5,3,5,4.333333333333333
is crucial,is a key component,5,5,3,4.333333333333333
goals and objectives,and objectives,4,5,4,4.333333333333333
have already taken steps,has taken steps,4,5,4,4.333333333333333
its cooperation with,its partnerships with,5,3,4,4.0
of the military and,of the army and,5,4,4,4.333333333333333
"mental illnesses ,","mentally ill ,",5,3,5,4.333333333333333
express our appreciation to the secretary-general,thanking the secretary-general,1,3,4,2.6666666666666665
a person under the age,persons below the age,5,5,1,3.6666666666666665
continues to experience,has continued to,4,3,5,4.0
of these negotiations,of the negotiation process,2,5,5,4.0
", did n't we ?",", did n't l ?",4,3,5,4.0
"concerned , the committee",", in the committee",4,4,2,3.3333333333333335
of the limits,of the limitations,4,4,4,4.0
shall be retained,is maintained,3,1,3,2.3333333333333335
regions across the,regions at,3,4,3,3.3333333333333335
