text_1,text_2,label_1,label_2,label_3,avg_score
archid avst dux burg co tyr 1780 x coin ?,name three kind of worm ?,1,1,2,1.3333333333333333
who discover germ ?,what college be michael westbrook from ?,1,1,1,1.0
heart of a nuclear power station ?,where be nelson living today ?,4,1,1,2.0
what be the square root of 99999999999999 ?,how do beaver build beaver dam ?,1,4,3,2.6666666666666665
how do change the thermostat on the geo prizm ?,what be the main advantage of enzyme ?,4,2,1,2.3333333333333335
what be the yearly salary of a obgyn ?,what be the service judge job in badminton ?,1,1,3,1.6666666666666667
how do mt lion protect themselves ?,what be the scope and limitation of a mall mapping system ?,1,1,3,1.6666666666666667
howmuch money do a dermatologist earn ?,theologian ontological argument existence god ?,3,3,2,2.6666666666666665
what colur be magnesium ?,what be diagnostic research ?,2,1,1,1.3333333333333333
48.768 meter in yard ?,what be the doctor 's experience ?,2,1,2,1.6666666666666667
what be the symbol for allegheny energy ?,where be the oil filter located on a saturn vue 2006 ?,2,4,1,2.3333333333333335
how many record do amelia earhart get ?,be most flatworm freelive or parasitic ?,5,2,3,3.3333333333333335
where be the coolant sensor on a 1999 camaro ?,how do you increase sensitivity of the penis ?,1,2,3,2.0
how many syllable in scare ?,nickname from montana ?,5,1,1,2.3333333333333335
what be the trend of electronegativity ?,what be the strngth of the hilton hotel ?,4,1,3,2.6666666666666665
where would you find evidence of the holocaust at ?,motion of particle in gravitational field ?,1,4,1,2.0
how much do a south african newspaper cost ?,what type of science be a homemade fire extinguisher ?,1,1,1,1.0
how do you compute growth ?,pandas diet be ?,1,1,1,1.0
how much grain make 1 cup of flour ?,what do college look for in a linebacker ?,1,3,3,2.3333333333333335
can you die form strep ?,how do the emperor penguin protect itself from prediter ?,1,1,3,1.6666666666666667
what be color of black box in flight ?,be hooker legal in china ?,1,4,1,2.0
what be edge 's theme song in 2010 ?,what year be keisha sebert 's birthday ?,4,2,1,2.3333333333333335
where be micael phelp bear ?,be michael jackson more popular than elvis presly ?,3,2,4,3.0
what be value of 1936 mercury dime ?,what be the two basic type of electron microscope and how do they differ ?,2,1,1,1.3333333333333333
where do meerkat live ?,how many serving come in a pound of cofee ?,2,1,1,1.3333333333333333
how do you actract moshling ?,what do people eat in vancouver ?,2,1,1,1.3333333333333333
how much money would someone in the forensic field make ?,what do bce and ce mean ?,1,1,1,1.0
what part control movement ?,when be paris and texas found ?,1,2,3,2.0
what be consider the control center in a cell ?,you be 9 and want to marry justin bieber ?,2,1,1,1.3333333333333333
why would a one do dog fight ?,how do you remove black trim plate around stereo on toyota tacoma ?,1,3,3,2.3333333333333335
which biome contain mostly frezing soil ?,how many leg of a insect ?,1,3,3,2.3333333333333335
how much money do you make be a up driver ?,the spain continent country locate ?,1,2,1,1.3333333333333333
what be motion parallax ?,what be a perfect score in olympic floor routine ?,5,1,1,2.3333333333333335
what be some code to dino run ?,how many mass do arcturus have ?,2,1,1,1.3333333333333333
how many ounce be in 128 gram ?,how much money the queen elizabeth ii have ?,1,1,3,1.6666666666666667
what be williams real name in cheryl cole new song 3 word ?,what be the polar abiotic feature ?,1,1,4,2.0
how much do ryan phillippe weigh ?,how much do aylison stoner weigh ?,1,5,2,2.6666666666666665
what be zac efron 's littel sisster 's name ?,what be the song in the new aviva commercial ?,3,3,4,3.3333333333333335
how do you enter silph comin pokemon crystal ?,how much do a ball sighn by babe ruth cost ?,1,1,1,1.0
spartial relationship of the abdomianl cavity in physiology ?,what be the main ingredient in kitty litter ?,3,2,1,2.0
what be the interior core of the earth make up of ?,how many year of collage do you need to become a doctor ?,1,1,4,2.0
ancient artifact in rhode island ?,raquet ball court dimension ?,2,1,1,1.3333333333333333
what be the smallllest whole unit of a element ?,get rid of zit ?,3,1,2,2.0
you can infer that longfellow ?,what be equal to the average length of a white tiger ?,3,1,3,2.3333333333333335
what be oprah winfrey 's show email address ?,what be the scientific name of the tortoise ?,1,3,2,2.0
measurement of wind speed ?,what be the border between californina and arizona ?,4,2,3,3.0
where do most people live at in jamaica ?,how do you get the giant 's golden egg ?,2,3,2,2.3333333333333335
what do italians do for fun everday ?,how much money do a hvac technician earn ?,3,2,3,2.6666666666666665
how much money do a dental hygienist earn in louisiana ?,2002 saturn l300 thermostat change ?,1,1,1,1.0
what be the highest level on wizard101 ?,what be the period of silence call in a measure of music ?,4,5,2,3.6666666666666665
what be laminectomy defect ?,how many domino in a domino set ?,1,3,1,1.6666666666666667
what corse do you need to take to become a doctor ?,where do you buy a dratinus in pokemon silver ?,1,2,3,2.0
what be the population of manatee leave ?,what layer be mt everest locate ?,3,1,4,2.6666666666666665
the five need that government protect ?,what be three achievement of the song dynasty ?,1,1,1,1.0
what be the height of mount st helen today ?,where be the idle speed control sensor for a 2002 dodge ram ?,1,1,4,2.0
how many zero do the number a million have ?,what be the rate of inflation since 1926 ?,1,2,1,1.3333333333333333
what be claude debussy most famous work ?,what be the shape of fungus ?,1,1,1,1.0
1852 half eagle ?,what be the date that the treaty of ghent ?,2,1,3,2.0
all the password for the skeleton creek video ?,how do rosa parks impact american history ?,1,1,3,1.6666666666666667
how much can tiger bench ?,who invent choco chip cookie ?,1,3,4,2.6666666666666665
how many electoral vote do a presidential election ?,how many kid do charles r drew have ?,2,1,1,1.3333333333333333
milwaukee be located in what state ?,how much carpet be ?,1,4,1,2.0
be it true that king david write 78 book of psalm ?,who be hope kelley ?,2,2,5,3.0
how high mteverest be ?,picture of a political region ?,1,1,2,1.3333333333333333
what be core taylor email ?,how many electron be there in a fluorine atom that have a charge of -1 ?,1,5,1,2.3333333333333335
be man more likely to cheat ?,leonardos most expensive painting ?,4,1,1,2.0
what be giullen barr deisea ?,how many calorie be in a shot of liquore ?,2,1,4,2.3333333333333335
replace headlight bulb ford focus 2006 ?,what be saber-tooth cat common name ?,2,1,1,1.3333333333333333
how many kilogram in 2 pound ?,when be mussolinis date of birth ?,4,3,1,2.6666666666666665
what be some important event of the 1990 's ?,how much electricity do one windmill produce ?,1,1,5,2.3333333333333335
what do the squid arm do ?,how long do it take for the iron to reach iron temperature ?,2,3,1,2.0
what be 3lw name ?,what be the effect on the nation after slavery ?,1,1,1,1.0
1.75 liter equal ounce ?,can you use the word jaunty in a sentence ?,2,1,1,1.3333333333333333
what family do palladium belong to ?,where be jackie robsin bear ?,1,1,3,1.6666666666666667
what be the symbol for the ion aluminum or aluminumiii ?,what insect or creepy crawlie start with e ?,1,2,1,1.3333333333333333
what be inflammation of the parietal pleuron call ?,clark kent where be he bear ?,1,3,3,2.3333333333333335
normal breathing in term or rate and debth ?,how many chirldren do martin luther king have ?,5,1,3,3.0
what enzyme be use to cut the dna into fragment ?,what be characteristic of under development nation ?,2,3,3,2.6666666666666665
the historical development of java ?,what be the value of 1963 we five dollar bill ?,2,1,3,2.0
what be the hollywood most expensive movie ?,be they'er 25 season on nba live 09 ?,1,1,1,1.0
what be denser air ?,how many ounce in 4 quart of ice cream ?,1,4,1,2.0
systolic pressure measure pressure in the artery during ?,what do mayans eat at home ?,1,1,1,1.0
how many sibling daniel radcliffe have ?,how much do a cardiovascular surgeon get pay a month ?,2,4,4,3.3333333333333335
how do you remove dogpile toolbar for free ?,world worst blizzard ?,4,1,1,2.0
what factor can determine whether aerobic or anaerobic follow glycolysis ?,what do phlebotomist make in albuquerque ?,3,1,3,2.3333333333333335
how much will it cost for 4 nintendo dsi ?,what 2 gas contribute to chemical rain ?,1,3,1,1.6666666666666667
stage of public policy process ?,where do you get the word volcano ?,1,2,3,2.0
who be the most famous artiste be the world ?,what be cultural borrowing and how have it influence modern mexico ?,1,4,4,3.0
how many playersin cm ateam ?,how many spade be in a dekc of card ?,5,4,4,4.333333333333333
what be the official indigenous language in mozambique ?,what be the two way in which brown bear in which brown bear be adapt to catch its food ?,1,1,3,1.6666666666666667
other theory about the formation of the earth ?,when be batman first see ?,3,3,3,3.0
what be the ritual of islam ?,how much money dose miley get for alounce ?,1,1,1,1.0
what part of the ocean do octopus live ?,where be the speedometer sensor on a 1998 ford windstar locate ?,1,1,1,1.0
the flower description of south dakota ?,how be milk seperate ?,4,4,4,4.0
what be the top 10 team sport in the world ?,a picture of a baby skunk ?,1,4,1,2.0
what be tobacco classification be ?,what be the french english and dutch colonial activity in america ?,1,2,1,1.3333333333333333
where in do queen nefertiti live ?,when be sir france drake alive ?,1,4,2,2.3333333333333335
how many bicycle be in thee world ?,what be the salary of a chart accountant ?,1,1,2,1.3333333333333333
what system in a starfish 's body help they catch and hold food ?,why would people want to build the erie canal ?,4,1,1,2.0
what be the value of a 1945 nickel with mint mark s in good condition ?,how much will a boxer cost for a one year old ?,1,4,1,2.0
what be the safety backup in a fission reactor ?,what be st lucia cpital city ?,4,4,2,3.3333333333333335
why soda be bad for you ?,miranda cosgrove 's dad 's name ?,1,1,1,1.0
what be the origin of the shium ?,two source of energy that be renewable and available in virginia be - ?,2,1,1,1.3333333333333333
what be significance of the thirteen day during the cuban missile crisis ?,lenin first decree after the bolshevik revolution ?,2,1,2,1.6666666666666667
what be a isosceles scaline ?,what religon consider jesus a prophet ?,2,4,1,2.3333333333333335
10 fact about the tundra biome ?,be naruto and pein be brother ?,2,1,4,2.3333333333333335
where do the olmec live off from ?,how many teaspoon in 1 lb of white powder ?,4,3,1,2.6666666666666665
who be the greek godness of love ?,how would you become a pro boxer ?,2,1,1,1.3333333333333333
nuclear develop during cell division whate stage ?,how much do a candy bar cost ?,1,1,1,1.0
1996 gran be loose power when idle or at lower speed ?,where be napoleopmn bonaparte bear ?,1,2,5,2.6666666666666665
fifty dollar bill date 1934 series letter b3 ?,which place do you think be better hawaii or new york ?,4,1,4,3.0
what be the ticker symbol for kaiser permente ?,what be public policy in regard to consumer protection ?,4,4,1,3.0
what name do you use for lipid ?,7 kind of literature and its example ?,3,3,1,2.3333333333333335
how do a butterfly protect ?,whenis ginny weasley 's birthday ?,1,1,4,2.0
what be the major goal of us policy in latin america ?,what be telephony cic ?,2,1,5,2.6666666666666665
what be ment by the term carbohydrate loading ?,what type of natural resource deo egypt have ?,1,2,4,2.3333333333333335
amerigo cortes reason for exploration ?,1 deadliest spider ?,1,1,2,1.3333333333333333
what be term of chernobyl ?,how many inch be in 164 cm ?,1,2,1,1.3333333333333333
which transition metal be use to make jewellery ?,typical dish in guatemala ?,4,1,1,2.0
be lipid a monosacaride ?,where be sir winston churchill bear and where be he burry ?,4,1,2,2.3333333333333335
how many pass yard do dan marino have ?,name of the moon on uranus ?,1,1,3,1.6666666666666667
what be english or shakespearean sonnet ?,who discover einsteinium ?,3,3,1,2.3333333333333335
what be hindi calligraphy ?,what be literature in archaeology ?,3,1,2,2.0
average temperature for oregon in the summer ?,when be dunbar castle build ?,3,4,1,2.6666666666666665
how manyy galaxy be in the whole universe ?,what be you major if you want to become a veternarian ?,4,1,1,2.0
how do you add people on to you stardoll on stardollcom ?,how can you prepare 1 iodine solution ?,1,1,1,1.0
how many of abraham licoln child die ?,when be the sewer person out in stick rpg 2 ?,2,1,2,1.6666666666666667
what be the three part of intonation ?,what be the distance of mar in km ?,3,3,1,2.3333333333333335
what can you get for free as a member on fantage ?,how big be the l vagina ?,1,1,4,2.0
what clothes do they wear in barbado ?,what be the three agent that cause erosion ?,4,5,4,4.333333333333333
the step or phase of mitosis be ?,be lebron james ?,3,1,1,1.6666666666666667
how many insect be they in the amazon ?,what be litotes use for ?,3,1,3,2.3333333333333335
build white house ?,what be jay-z 's nat worth ?,4,1,2,2.3333333333333335
how many gram be in miligram ?,how do eleohant protect themselves ?,3,4,1,2.6666666666666665
where and when be mickal jackson bear ?,how many kilometer can be convert by 200 meter ?,4,4,4,4.0
most of the oxygen in the blood be transport by question 22 answer ?,can you feed you pet fish carrot ?,3,1,1,1.6666666666666667
where in the world would you find a bay ?,name three of the largest country on africa ?,3,2,4,3.0
what predator do the gorilla have ?,the main group of judaism ?,4,2,1,2.3333333333333335
how much be 1915 wheat penny worth ?,height of sink lip ?,3,1,4,2.6666666666666665
what kind of education do a bartender need ?,what sport require codination ?,1,1,1,1.0
what isscientific name for gnat ?,where isthe fuel pump located on a 1994 oldsmobile cutlass ciera ?,1,1,3,1.6666666666666667
where be oak located ?,how can you treat laryngitis ?,1,2,3,2.0
what be fundamental of the computer summary ?,who be famous mexican actor ?,1,1,3,1.6666666666666667
what position do david play when he be on la galaxy ?,branch on every division of philosophy ?,5,3,2,3.3333333333333335
how many indian python be there ?,where can you get evolve bakugan in shreveport ?,1,3,4,2.6666666666666665
occupation before come of martin van buren ?,ayres rock be find in which american state ?,3,2,2,2.3333333333333335
how many puppy can a poodle give birth to ?,name the people who discover western australia ?,1,1,1,1.0
what do electron do when firework explode ?,what be the communist international orginization ?,2,1,3,2.0
how do you replace dodge grand caravan 2000 windshield wiper motor ?,the two major division of the bible ?,1,1,3,1.6666666666666667
what be the couse of broken family ?,how do you do octet rule in chemistry ?,4,4,2,3.3333333333333335
can woman ever get rid of the hpv virus ?,what be the surface temperature of lepus ?,2,1,2,1.6666666666666667
who be the major ruler of egypt ?,what be rhe capital of iowa ?,1,4,1,2.0
how many decimal be in one square foot ?,where be the location of the heater blower dodge intrepid ?,1,1,1,1.0
can hiv spread by ?,how many calorie do the new mcdonald fruit smoothie have ?,3,3,2,2.6666666666666665
how do you set a clock on a 1994 silverado ?,how do you find the area of a pipe ?,3,4,3,3.3333333333333335
witch country have space station ?,what be be example for ferromagnetic material ?,1,1,1,1.0
where be the harlem reinaissance ?,what be a perfect act score ?,2,1,1,1.3333333333333333
can you take zoloft with adderal ?,be kimmie meissner a american figure skater ?,3,2,1,2.0
how many episode of yugioh be they alltogether ?,the point at witch substance boil ?,1,1,3,1.6666666666666667
advantage of watch tv ?,which dam be the largest in the world for power ?,3,1,3,2.3333333333333335
the true name of pope benedict the xvi ?,how do war shape greek civilation ?,1,1,1,1.0
a interesting fact about the rio grande ?,how many chromosone do gamete contain ?,4,2,3,3.0
what do the priest make a aesop ?,american realist text tend to incorporate which literary technique ?,1,3,3,2.3333333333333335
how do you fiind the mode of a set of datum ?,4 type of recreation in italy ?,1,1,2,1.3333333333333333
what be you complete name alfr nobel ?,what be cheryl cole dog name ?,2,2,4,2.6666666666666665
what be way to prevent huntington disease ?,what be the value of a 2001 silver 100 dollar certificate ?,3,4,2,3.0
where in mongolia do the przewalskus horsa live ?,howm many people speak spanish in guatemalum ?,1,2,1,1.3333333333333333
how many calorie in a 6oz turkey sandwich ?,what do they mean to find a conclusion in experiment ?,3,1,4,2.6666666666666665
pre marital issue among teen ager ?,who be gerard butler 's crush ?,1,1,2,1.3333333333333333
biology - 12 level of organization ?,what be the color and additional picture of the lochner vs new york ?,1,3,1,1.6666666666666667
what be some secondary consumer in the artic ?,what kind of lizard be in nim island ?,1,1,1,1.0
itwo factor that determine lung compliance ?,what be largest valley in asia ?,3,1,1,1.6666666666666667
run be invent ?,astral bike drop in cabal chronicle ?,1,4,3,2.6666666666666665
how much be tuition for harvord ?,what be three leadership trait ?,3,1,1,1.6666666666666667
can you give you example of kingdom fungus ?,what happend back in the 1960 ?,2,1,1,1.3333333333333333
what istraffic congestion ?,what be some charateristic of babylonian ?,1,2,1,1.3333333333333333
what kind of cellphone ashley tisdale use ?,lewis structure to represent c2h2 ?,1,1,4,2.0
what be value of queen victoria 1895 one penny ?,can you give some love quote ?,3,1,1,1.6666666666666667
what be sew with a saw machine 's ?,be guniea pig nocturnal ?,1,2,1,1.3333333333333333
what be the accomplishment of franklin pierce ?,how do penguin adapt to enviroment ?,4,3,3,3.3333333333333335
how be the xma celebrate ?,what be the most important prophet ?,3,2,1,2.0
be sushi roll raw ?,the area of nevada ?,1,1,4,2.0
what be the education for orthodontist ?,what be social statification ?,1,3,3,2.3333333333333335
how much money a cardiologist make ?,how do you change wiper motor on a 1995 saturn ?,4,1,3,2.6666666666666665
part of a speech be there ?,what be the symptom of a mild concussion ?,2,4,3,3.0
what inspire louise henderson to become a famous painter ?,average cost of replace a compostion roof ?,1,1,3,1.6666666666666667
where di chicken originate ?,where be the biggest by-pass in the london region ?,1,1,1,1.0
how much do submarine cost to build ?,how far be 1000 yard in meter ?,1,3,5,3.0
what be the democratic characteristic of massachuset ?,which of the follow food have cholesterol ?,3,1,2,2.0
who first invent the fork ?,what be not a componenet of a lipid ?,1,1,1,1.0
how many people nation wide watch hnnah montana ?,geoffrey chaucer famous for the first ?,4,3,1,2.6666666666666665
what be factor to 10 ?,where the oil pump located on a 97 sable ?,1,3,1,1.6666666666666667
how do jellyfish hide from predator ?,what be similar between mitosis and binary fission ?,4,1,3,2.6666666666666665
what lasting impact do the african american community have on rosa park ?,how many square mile of pennsylvanium be cover by water ?,1,1,3,1.6666666666666667
what language can people speak in mexico ?,be jelly fish herbiovore carnvore or omnivore ?,1,1,3,1.6666666666666667
what be five step process to compsite risk management ?,where be the oil filter on a 1993 buick regal ?,1,4,2,2.3333333333333335
the arctice ocean be located in which region ?,speed sensor 2000 f 250 ?,1,2,4,2.3333333333333335
what be the paper pattern for 10th for 2009 board paper ?,what be nick jona mom name be ?,4,1,4,3.0
what do john cabot find when he go to canada ?,where can you find image of holocene ?,2,4,1,2.3333333333333335
how do the chaparral biome affect you society ?,how do you remove yoke ?,2,1,1,1.3333333333333333
what be the purpose of sulfuric acid in ester synthesis ?,symbol for rubin carter ?,1,3,1,1.6666666666666667
who discover that the shape of earth ?,what do donold trump study in college and where do he go to school ?,1,1,3,1.6666666666666667
who create the lucha libre mask ?,how many calorie in citrus fruit ?,2,1,2,1.6666666666666667
what be the step for a hydrogen bomb to explode ?,where do electicity come from ?,1,1,2,1.3333333333333333
be there any dangerous phyla porifera ?,how many day do it take for express mail sydney to dubai ?,1,1,3,1.6666666666666667
what boat be torpede by the german ?,whick blood type be universal ?,1,2,1,1.3333333333333333
some characteristic of the amazon river ?,how high be the tallest piont in minnesota ?,1,1,3,1.6666666666666667
why need a balance diet with vitamin and mineral ?,what nationality make up maryland population ?,1,1,1,1.0
what be jessica simpson popularity ?,clindamycin be use for what type of problem ?,1,1,3,1.6666666666666667
what be nathan kresss favorite couler ?,how many mile be it from los angeles to toronto ?,1,1,1,1.0
what joint type be find in the ankle ?,mexican culture belief and religion ?,1,1,1,1.0
how much do michelle obama weight at birth ?,prevention measure concern pubic louse as a stus ?,5,2,1,2.6666666666666665
how many m2 square meter be 100 acre ?,what kind of money dose korea ?,2,1,1,1.3333333333333333
can you look at a very stupid group of stick figure ?,what percentage of copper and tin make up bronze ?,1,5,5,3.6666666666666665
how many calorie ar ein a slice of chocolate cake ?,what be the sq mile of israel ?,1,4,2,2.3333333333333335
where be some famous place in alaska ?,what impact in the we due to puerto rican ?,2,1,1,1.3333333333333333
what be a newsgroup be ?,how be a bird adapt to its environment ?,1,3,5,3.0
what be the needle length for allergy injection ?,who be know as the father of public education ?,4,2,3,3.0
what be the legal limit for bodily alcohol content while drive in michigan ?,how much dose marijuana cost in south dakota ?,3,1,1,1.6666666666666667
how do boy hug you ?,where be the wto ministerial hold in 2001 ?,2,1,2,1.6666666666666667
plant life of alaska ?,what be the real brain of the computer ?,1,2,2,1.6666666666666667
what be two kind of perspective in draw ?,where be kasaji in tanzania ?,3,1,1,1.6666666666666667
where to get a dawn stone on pearl ?,what be spains natinol bird ?,4,4,4,4.0
where go david villa ?,how long do it take to become a computer engineer in indiana ?,1,2,1,1.3333333333333333
what be the most longest movie ?,what be the property of a contour line ?,2,3,1,2.0
what be the similarity in crocodile and alligator ?,what be the dominat organism live at the time of the cambrian period ?,1,1,3,1.6666666666666667
what country be west of russia ?,asia 's largets desert ?,1,1,5,2.3333333333333335
what be some briefly fact of micheal jordan ?,how many star be in the universal ?,2,3,2,2.3333333333333335
how much money do steve jobs make for each product sell ?,what be one way to decrease friction ?,1,1,1,1.0
what be teh capital of albanium ?,how many square mile in lake superior ?,1,1,1,1.0
yahoo stock quote ?,this person add bit of nestle semi-sweet and invent the first chocate chip cookie what be she last name ?,3,3,3,3.0
what be alaskas state flag ?,the caspian sea be one of the five largest lake in the world on what continent be it located on ?,1,1,1,1.0
how many point do ovechkin have ?,how do 2 lesbian have sex ?,1,1,2,1.3333333333333333
whhen do the easter bunny start ?,what be robert p favorite number ?,1,1,1,1.0
physcial property carbon dioxide ?,what personal quality a writer need to have ?,3,3,1,2.3333333333333335
where be the transmission dipstick located on a 2000 pontiac sunfire 2.2 ?,multi v belt on aq 2000 alero ?,1,2,3,2.0
what be diffucult about be a medical technician ?,what be the state of be insane ?,2,1,2,1.6666666666666667
what be the name of mozart 's real wife ?,how many cup of blue berry make a pound ?,1,1,2,1.3333333333333333
where and what rate of occurrence be it in the world with malaria ?,when be busby born ?,2,2,3,2.3333333333333335
what be 100 meter of a mile ?,what kind of money do they use in 1800 england ?,1,1,1,1.0
what be the average price of a house in arizona in 2008 ?,famous dish of bulgarium ?,1,3,1,1.6666666666666667
summarize the philosophy of socrate aristotle and plato ?,popular film in 1995 uk ?,1,4,2,2.3333333333333335
what be the biggest river in cambridge ?,2000 honda crv adjust the emergency brake where to find ?,1,1,1,1.0
what be the value of a 1887 circulate silver dollar ?,how many calorie be in 8 piece of fried chicken ?,1,1,3,1.6666666666666667
how do budgie have baby ?,what connect the vain and the arterriie ?,1,1,3,1.6666666666666667
how do you replace cv joint on 1995 integra ?,what be the interset of a student loan ?,3,1,1,1.6666666666666667
` meaning of el cuerpo del deseo ?,mercedes c200 cdi service light reset ?,2,4,1,2.3333333333333335
what be emma watson grandmother call ?,what can you do to prevent people from smoking ?,3,1,4,2.6666666666666665
what be the hardest island o poptropica ?,how big be a sperm whale ?,1,2,3,2.0
can someone describe what be inside of a human cheek cell ?,information on richard nixon ?,1,3,1,1.6666666666666667
how many unit be they in a pint of beer ?,what be floyd maywheather worth ?,1,1,4,2.0
what be the full form of edus ?,what be the vision and mission of amul company ?,3,2,1,2.0
where be the oxygen sensor on a 1998 toyota camry ?,how it work blackberry ?,2,2,4,2.6666666666666665
be most river natural or articficial ecosystem ?,how many teen pregnacy be there a year ?,1,1,1,1.0
who be the governor of connecticut in 1700s ?,what be the easternmost point in us territories ?,2,1,1,1.3333333333333333
how do you evovle chingling ?,what be the 4 major region of texa ?,3,2,3,2.6666666666666665
how do you change spark plug in a 2002 concorde lxi ?,what be the hardest division problem ?,1,2,1,1.3333333333333333
what be review of progress ?,what be some bad thing about power plant ?,3,1,3,2.3333333333333335
what be sidney crosby 's e mail ?,what kind of sugar do you need to make churro ?,1,1,5,2.3333333333333335
where be rachel scissors ?,how many stone be 105kg ?,2,5,1,2.6666666666666665
what be scntific name of bamboo ?,1 yard mulch hom many ton ?,3,1,1,1.6666666666666667
what be 5 primary producer of a desert biome ?,how much in kg be 1 lb ?,2,2,1,1.6666666666666667
what make joe loui famouse ?,where do you cook the fish in panfu for the big foot quest ?,3,1,2,2.0
